Namuna,Qatlam (sm),Mexanik tarkib,pH,Gumus (%),Tuproq EC (mS/cm),Tuproq zichligi (g/sm3),DNS (%),N (mg/kg),P (mg/kg),K (mg/kg),Mg (mg/kg),S (mg/kg),Fe (mg/kg),Zn (mg/kg),Mn (mg/kg),Cu (mg/kg),B (mg/kg),Ekin
NMNX-41275,0-20 sm,Gill,6.42,1.42,0.85,1.45,16.34,56.55,30.24,422.22,36.0324986302227,28.11,,6,13.59,2.58616029355784,4.91,Paxta
NTXM-314,0-20 sm,Qumoq,7.08,1.96,3.47,1.39,30.09,68.49,36.99,410.96,62.8958388868597,19.46,11.66,2.0817920550486,13.86,2.24941155532312,1.13,Paxta
NMNX-306,0-20 sm,Loy,8.26,0.85,4.75,1.49,38.81,33.87,19.95,375.46,35.210630211884,25.31,9.66,4.28068313327439,7.43,2.75053614758289,3.2,Paxta
NTXM-315,0-20 sm,Gill,6.61,2.07,3.48,1.28,19.66,38.12,21.89,345.52,25.3857820659881,26.18,10.26,3.56479412715397,7.73,1.82055261505968,3.65,Paxta
NMNT-307,0-20 sm,Gill,8.94,1.21,4.75,1.5,18.28,25.34,16.76,354.47,27.2156414346076,15.05,8.34,4.12496213344652,5.46,2.02937783386492,2.25,Paxta
NTTM-276,0-20 sm,Gill,7.63,1.18,4.92,1.47,36,31.44,17.2,354.79,25.3471182482397,16.95,,3.40539688700732,5.73,2.8034666731474,1.98,Paxta
NMNX-41155,0-20 sm,Qumoq,6.77,0.8,1.39,1.56,35.73,65.76,35.5,428.5,49.8923489552395,22.55,10.53,1.2,8.53,2.76446974173379,0.55,Paxta
NMNX-41276,0-20 sm,Qumoq,7.48,1.23,0.63,1.24,23.52,72.7,36.85,455.81,42.3300667561712,25.75,7.65,6,12.73,2.63033839784475,1.47,Paxta
NTXM-315,0-20 sm,Yengil qum,8.21,0.85,3.65,1.36,20.14,38.94,21.98,358.64,34.8243298886407,21.27,10.37,6,10.69,2.72510260949128,2.3,Paxta
NMNX-307,0-20 sm,Loy,6.23,1.9,4.07,1.61,37.21,23.81,13.42,296.47,49.3565404195373,28.94,,6.53484713678341,8.06,2.01325271158152,3.19,Paxta
NTXM-316,0-20 sm,Qumoq,8.18,1.58,0.84,1.42,36.35,80.92,42.13,515.04,,23.95,8.13,1.5,6.58,3.5,1.83,Paxta
NMNT-308,0-30,Qumoq,8.31,0.68,2.57,1.37,28.19,52.87,27.8,442.33,26.4039295476038,19.28,5.41,1.2,9.83,3.10646591526698,2.81,Paxta
NTTM-277,0-20 sm,Gill,8.35,1.08,2.27,1.5,34.36,34.28,20.84,382.63,44.0202162318083,26.02,8.36,4.20133088794537,13.6,1.96948212679593,1.14,Paxta
NMNX-41156,0-20 sm,Gill,8.59,1.68,3.75,1.52,17.93,35,20.46,382.52,30.2750065368955,28.97,,4.78251527417622,7.71,2.56134356919002,4.39,Paxta
NMNX-41277,0-20 sm,Yengil qum,7.34,2.14,2.96,1.58,18.39,58.88,30.01,381.48,55.7796705998835,14.34,9.31,4.10265259428758,3.94,1.84746895960531,1.66,Paxta
NTXM-316,0-20 sm,Loy,8.57,0.74,4.18,1.61,34.18,19.25,14.26,318.8,29.8255512748245,26.79,9.44,6,9.46,1.5,4.36,Paxta
NMNX-308,0-20 sm,Loy,6.97,1.55,3.33,1.44,22.13,86.25,44.18,504.11,16.4943321538022,22.84,9.38,1.96933438675999,4.57,1.67977208997746,1.42,Paxta
NTXM-317,0-20 sm,Qumoq,7.73,0.63,1.7,,36.88,88.01,42.22,524.57,30.8203534802385,13.95,7.55,3.46434088897261,12.85,4,3.13,Paxta
NMNT-309,0-20 sm,Gill,7.1,1.33,2.83,1.61,34.69,28.28,17.03,374.92,48.1595796659735,25.69,10.23,2.47052413053872,11.41,2.74455830606997,3.47,Paxta
NTTM-278,0-20 sm,Yengil qum,6.32,1.7,0.53,1.25,36.87,88.91,45.12,457.53,62.3864661741273,24.83,8.6,2.64220740855667,9.8,2.04128002773678,1.87,Paxta
NMNX-41157,0-30,Qumoq,8.85,0.5,2.9,1.4,16.1,51.19,26.98,402.08,17.9385333174692,24.14,7.6,6.55700233923541,5.41,3.08334853300644,0.72,Paxta
NMNX-41278,0-20 sm,Gill,7.28,0.54,2.48,1.48,29.68,49.73,27.06,403.6,25.9830641669412,23.48,6.74,2.59415887382745,,1.89239444035581,2.29,Paxta
NTXM-317,0-20 sm,Loy,8.31,1.49,4.38,1.62,37.56,15.02,12.54,313.1,48.8783828976282,15.76,8.23,5.66928204756034,9.9,2.86431931413577,1.39,Paxta
NMNX-309,0-20 sm,Gill,6.92,1.17,1.37,1.44,15.27,34.34,19.18,362.83,46.9180227603157,17.44,8.13,2.55975739187853,7.42,2.28192317198246,2.16,Paxta
NTXM-318,0-20 sm,Loy,8.25,1.01,4.27,1.41,20.54,25.98,16.51,360.06,60,18.22,7.72,4.04691077046037,5.24,2.76647370382162,2.52,Paxta
NMNT-310,0-20 sm,Yengil qum,6.14,1.44,2.09,1.54,32,54.85,27.92,379.73,22.0890839826511,21.61,9.14,3.95521703500499,5.95,2.8075639910061,4.06,Paxta
NTTM-279,0-20 sm,Yengil qum,7.02,1.53,0.64,1.28,26.88,64.98,33.8,429.02,42.0498258197696,24.76,11.14,3.88649951903979,9.5,1.57435330252987,2.62,Paxta
NMNX-41158,0-20 sm,Gill,8.11,0.55,2.94,1.36,15.62,36.55,20.98,370.63,16.4085788195512,29.59,8.67,4.33483063502966,5.72,1.60795304452974,3.43,Paxta
NMNX-41279,0-20 sm,Gill,8.6,0.07,3.02,1.63,38.91,24.63,16.56,347.56,54.8554768618767,29.46,9.96,2.28786936615953,3.7,2.4870700394178,0.76,Paxta
NTXM-318,0-20 sm,Yengil qum,7.11,1.03,3.37,1.35,26.26,59.3,32.98,419.83,60,25.07,9.41,1.5,7.33,2.79936824673023,3.85,Paxta
NMNX-310,0-20 sm,Gill,6.39,,1.11,1.49,35.9,56.38,27.23,389.54,46.458753069898,23.59,9.2,2.41547485463018,,2.7315096125104,2.15,Paxta
NTXM-319,0-20 sm,Loy,6.32,2.1,2.37,1.37,28.01,63.98,33.71,411.08,17.103325861803,14.84,8.61,2.74085525941396,9.87,1.69245878698862,1.36,Paxta
NMNT-311,0-20 sm,Qumoq,6.01,0.83,0.56,,32.14,96.74,49.02,503.39,31.7236012641983,23.42,12.03,3.69710509752383,10.12,1.5,1.65,Paxta
NTTM-280,0-20 sm,Qumoq,8.42,0.82,2.84,1.4,18.68,64.71,38.24,504.45,32.2954241595528,18.35,7.58,3.28250202839606,5.79,2.80636529605005,3.86,Paxta
NMNX-41159,0-20 sm,Yengil qum,7.86,0.82,1.44,1.47,16.94,56.67,32.09,394.07,56.3445036261181,15.37,10.01,2.20636172222977,14.56,1.75657480962698,2.77,Paxta
NMNX-41280,0-20 sm,Yengil qum,7.83,1.45,1.81,1.51,37.97,62.77,31.67,433.18,37.6121177724419,24.7,10.34,5.32674039549159,13.87,1.43448539377267,4.61,Paxta
NTXM-319,0-20 sm,Qumoq,6.08,,1.81,1.37,26.6,76.75,38.43,450.09,36.6277700024093,15.23,12.87,3.61460697548677,4.31,2.79309898871267,1.77,Paxta
TSPD-2168,0-20 sm,Loy,6.37,1.89,2.13,1.34,36.42,83.38,41.96,478.67,15,18.57,9.73,3.28122119327714,10.09,2.9,2.37,Paxta
Karta-279,0-20 sm,Qumoq,7.24,0.92,1.77,,31.58,93.51,47.93,500.08,43.2649954286713,11.59,9.33,2.05245925115143,12.5,3.5,3.84,Paxta
NTTM-281,0-20 sm,Qumoq,7.77,2.94,2.46,1.48,31.45,47.29,27.02,395.13,21.7305203230001,27.87,6.33,2.79016768056893,,2.07556629566846,2.54,Paxta
NMNX-41401,0-20 sm,Loy,8.42,2.31,2.41,1.32,32.2,52.86,29.59,401.98,54.6739370664639,18.32,9.57,4.74562818823316,9.1,2.14654072337151,4.09,Paxta
NMNX-41522,0-20 sm,Loy,7.34,1.9,1.15,1.52,32.93,32.34,18.85,317.4,45.6242751828992,25.43,6.92,2.60962032847142,13.59,3.10457240571237,3.34,Paxta
NTXM-320,0-20 sm,Loy,8.26,,2.75,1.33,30.89,80.6,43.1,504.83,24.2167880515545,21.77,7.88,3.61673325891676,3.49,3.05047119497173,3.44,Paxta
TSPD-2169,0-20 sm,Gill,6.72,0.29,2.46,1.37,27.38,57.26,29.77,391.38,37.4633506592214,19.1,9.88,4.4184853507171,10.29,2.94422237794436,3.82,Paxta
Karta-280,0-20 sm,Gill,6.12,1.05,1.47,1.54,25.04,56.1,30.81,412.35,59.1880059351657,13.1,9.21,5.9426668960767,14.4,2.05209347037841,4.45,Paxta
NTTM-282,0-20 sm,Qumoq,6.16,0.31,1.87,1.37,26.7,78.2,40.76,475.4,23.2029524634993,22.32,12.34,1.5586871754755,13.57,1.7750348232439,2.11,Paxta
NMNX-41643,0-20 sm,Qumoq,7.98,2.12,2.66,1.34,27.15,57.83,31.25,415.6,47.9215469621847,16.26,,4.80101604022763,4.64,1.66317899394254,3.31,Paxta
NMNX-41764,0-20 sm,Gill,8.37,1.62,4.15,1.62,24.13,22.83,12.98,310.65,,14.02,12.01,1.2,7.15,3.57687176649956,2.09,Paxta
NTXM-321,0-20 sm,Yengil qum,7.41,1.51,2.08,1.41,38.22,73.44,36.9,445.05,36.9994631957824,29.15,10.62,3.68288556792775,5.13,1.92956407821764,4.3,Paxta
TSPD-2170,0-20 sm,Qumoq,7.41,1.95,3.09,1.25,29.81,69.36,36.75,470.04,44.586527413062,15.76,,4.12215249949353,5.2,2.28543955269649,2.87,Paxta
Karta-281,0-20 sm,Gill,8.04,0.99,2.34,1.43,38.39,39.7,22.92,347.78,54.9440611316769,25.21,9.2,3.62046059743426,5.52,2.70755992771193,2.92,Paxta
NTTM-283,0-20 sm,Gill,7.68,0.94,0.89,1.42,30.88,47.27,27.42,428.06,60,18.27,8.92,4.95852265812831,9.46,3.5,3.55,Paxta
NMNX-41885,0-20 sm,Gill,7.91,0.9,4.37,1.57,34.08,23.19,13.62,284.83,37.0815072021762,17.65,6.79,6,12.49,2.05204732836543,2.93,Paxta
NMNX-42006,0-20 sm,Gill,7.1,2.28,2.44,1.26,29.36,45.29,23.83,368.47,35.6418892900833,19.82,8.89,7,10.67,3.56343505759923,0.79,Paxta
NTXM-322,0-20 sm,Qumoq,6.62,1.7,1.71,1.33,20.7,75.01,40.47,506.32,49.8845421035282,54.84,10.8,3.83669312515086,4.23,3.18977566373057,1.19,Paxta
TSPD-2171,0-20 sm,Qumoq,8.58,0.73,1.65,1.24,21.17,79.64,41.61,482.84,23.1163519287775,45.99,,6.05222058702719,7.18,2.21412426769226,3.66,Paxta
Karta-282,0-20 sm,Gill,7.09,1.41,2.89,1.44,39.02,37.05,20.77,346.78,50.0651624031433,56.02,8.71,4.0871308918477,7.28,2.79192817767346,3.75,Paxta
NTTM-284,0-20 sm,Yengil qum,7.92,1.25,3.27,1.42,30.59,54.71,28.67,383.9,30.9784968048521,44.76,11.64,4.11440164521358,13.95,1,4.41,Paxta
NMNX-42127,0-20 sm,Yengil qum,7.79,0.96,4.18,1.46,16.97,58.04,30.96,395.72,29.2477126566834,43.94,9.42,2.74544178699265,5.78,1.52215345785348,2.33,Paxta
NMNX-42248,0-20 sm,Qumoq,6.77,0.65,0.88,1.37,32.75,74.93,38.51,434.21,42.4011157155157,62.23,11.64,3.19678500954931,10.74,1.98714548455044,2.57,Paxta
NTXM-323,0-20 sm,Qumoq,8.05,0.86,1.27,1.24,15.37,91.18,45.4,477.52,29.6585886674159,44.38,7.52,2.58913917026139,,2.52065427582282,1.62,Paxta
TSPD-2172,0-20 sm,Qumoq,8.43,1.82,2.21,1.25,39.85,76.32,40.95,514.25,15.8209229712408,66.25,13.09,1.2,12.99,2.95662162205105,1.09,Paxta
Karta-283,0-20 sm,Gill,8.96,0.56,1.03,1.53,23.05,27.6,18.22,347.9,20.6290026976522,50.27,8.4,6,11.49,2.24988637418338,3.15,Paxta
NTTM-285,0-20 sm,Yengil qum,8.47,1.66,3.52,1.61,24.39,23.62,16.12,338.79,47.8548488838051,36.29,9.29,1.52940131283731,14.45,2.04384922270732,2.01,Paxta
NMNX-1399,0-20 sm,Loy,8.76,1.43,3.71,1.6,30.28,21.6,13.73,323.48,44.142082561574,63.23,8.04,3.55928852870474,5.34,2.30784690636367,1.99,Paxta
NMNX-304,0-20 sm,Loy,8.48,1.97,3.2,1.61,18.2,24.77,18.44,368.22,46.0945491682543,51.15,12.38,6.71706095083466,14.7,2.2371585394646,1.5,Paxta
NTXM-313,0-20 sm,Gill,7.13,1.54,3.4,1.34,20.05,44.78,24.07,344.61,39.8264470848645,43.09,7.71,1.7915777946344,9.09,2.53682438374959,1.52,Paxta
NMNX-305,0-20 sm,Gill,7.38,2.44,3.41,1.54,18.72,32.35,17.76,341.32,50.7960087373855,49.49,9.08,2.08408949990196,8.37,2.50234822079334,1.54,Paxta
NTXM-314,0-20 sm,Yengil qum,8.82,1.54,2.15,1.36,17.36,45.75,25.05,423.88,41.6765950886514,56.23,8.15,1.45111746160479,8,2.18529119493974,1.06,Paxta
NMNT-306,0-20 sm,Qumoq,6.37,0.63,2.39,1.51,20.34,87.6,41,449.4,28.1730146369526,61.11,11.01,2.97294406537091,13.9,3.42808710413013,2.43,Paxta
NTTM-275,0-20 sm,Yengil qum,8.01,0.51,1.51,,29.11,83.75,42.87,535.76,40.9442918545512,44.37,9.73,1.94920049981542,3.45,1,1.93,Paxta
NMNX-41395,0-20 sm,Yengil qum,8.4,1.18,1.74,1.31,18.08,81.75,43.1,493.26,22.7946545544755,44.48,8.83,2.71439390648656,12.67,1.91182025228312,2.53,Paxta
NMNX-41516,0-20 sm,Gill,8.92,1.93,4.82,1.57,17.66,18.48,13.34,322.42,56.164943100122,51.8,8.33,5.47902295781836,,2.31038984668605,0.88,Paxta
NTXM-314,0-20 sm,Yengil qum,8.49,2.14,4.48,1.43,17.11,31.26,19.05,364.27,32.2959113655485,,7.21,1.5,8.37,2.61616134893258,1.33,Paxta
NMNX-306,0-20 sm,Yengil qum,7.53,1.58,3.7,1.43,23.29,37.54,21.83,391.09,36.5118197549477,48.51,10.18,3.17576053634815,8.62,1.80414411982409,1.41,Paxta
NTXM-315,0-20 sm,Yengil qum,7.88,1.63,3.03,1.45,20.24,73.34,40.79,498.93,54.3812575638665,76.36,7.33,2.88453033531953,5.81,1.26757111823237,,Paxta
NMNT-307,0-20 sm,Gill,7.1,1.46,1.9,1.28,25.66,43.45,24.47,367.76,66.8510523984506,40.68,5.73,1,5.01,2.54238548122831,0.94,Paxta
NTTM-276,0-20 sm,Qumoq,7.1,,3.39,1.31,39.09,79.31,40.89,497.12,34.8300952000116,67.46,12.74,3.87618333170112,6.63,2.591512005928,1.54,Paxta
NMNX-41396,0-20 sm,Loy,6.87,1.61,2.91,1.41,32.13,48.03,25.32,380.81,26.8835855393432,84.38,10,5.04227465894387,7.7,2.19148819289041,2.04,Paxta
NMNX-41517,0-20 sm,Gill,8.54,1.82,4.94,1.59,35.75,26.28,16.39,368.44,16.5268329052999,54.47,11.31,5.20140923951759,4.55,1.7411597684589,1.2,Paxta
NTXM-315,0-20 sm,Gill,8.9,1.61,1.7,1.36,15.31,50.82,27.81,424.64,51.5163110386451,45.51,9.7,3.56649943019229,6.44,2.27823158893143,1.69,Paxta
NMNX-307,0-20 sm,Yengil qum,7.41,,4.32,1.53,24.57,36.21,20.63,392.31,47.2405003483345,44.42,10.21,5.64791232286723,11.06,2.97275110290889,2.18,Paxta
NTXM-316,0-20 sm,Loy,8.77,0.59,4.69,1.59,30.62,13.7,11.59,319.97,51.2043494891821,42.94,9.99,2.82282616874747,11.13,2.62939546043628,2.41,Paxta
NMNT-308,0-20 sm,Yengil qum,7.3,1,2.63,1.6,27.64,57.83,31.55,432.08,38.3085855970441,47.37,8.07,2.25564070148873,8.09,2.1381204254388,2.19,Paxta
NTTM-277,0-20 sm,Qumoq,6.96,1.21,1.94,1.27,22.32,67.2,34.25,423.71,20,41.25,8.45,7,7.22,2.19926158481437,2.34,Paxta
NMNX-41397,0-20 sm,Yengil qum,7.62,1.22,1.35,1.48,17.64,19.7,12.38,338.24,15,52.02,8.76,1.2,9.12,1.97785918593033,1.91,Paxta
NMNX-41518,0-20 sm,Loy,8.59,,2.81,1.46,35.9,37.22,21.79,388.04,46.9349199582247,73.69,8.7,2.86529847955381,6.64,1.97538355393428,,Paxta
NTXM-316,0-20 sm,Qumoq,7.15,0.61,0.88,,16.72,90.37,45.42,499.02,67.8873448191056,47.25,7.74,5.2457156900921,7.15,2.79419583536277,1.61,Paxta
NMNX-308,0-20 sm,Gill,7.56,0.75,4.29,1.51,28.56,32.64,18.84,361.8,41.7225770821126,60.26,6.37,3.76490481118179,10.79,3.08944560749514,0.98,Paxta
NTXM-317,0-20 sm,Yengil qum,8.53,1.66,4.89,1.48,24.27,16.35,12.43,320.68,38.7077153704926,64.11,10.04,2.42995819447144,7.94,2.65529694562111,3.08,Paxta
NMNT-309,0-20 sm,Yengil qum,7.74,2.46,2.09,1.28,19.72,90.27,46.44,480.2,15,52.55,9.58,4.34073653876253,7.58,2.23235856526174,1.23,Paxta
NTTM-278,0-20 sm,Loy,7.6,1.71,1.61,1.54,16.87,36.45,17.71,350.23,47.6875819896081,45.62,9.24,6,11.4,2.75488781964634,2.2,Paxta
NMNX-41398,0-20 sm,Loy,8.68,1.47,4.56,1.6,25.8,22.16,15.39,329.37,47.0316553869656,67.2,8.21,3.92695178106413,8.75,2.52225542364363,1.75,Paxta
NMNX-41519,0-20 sm,Yengil qum,8.04,0.71,1.75,1.46,27.35,59.14,32.64,408.87,60,51.46,6.09,6,14.41,1.87547648495448,1.44,Paxta
NTXM-317,0-20 sm,Yengil qum,8.49,2.24,3.82,1.59,28.18,20.85,13.15,312.95,25.0630720358511,55.15,11.73,3.46255412948951,9.51,2.30790216606651,2.38,Paxta
NMNX-309,0-20 sm,Gill,7.84,1.83,4.43,1.6,27.98,22.4,14.38,312.56,31.3367001775435,51.38,6.02,4.4160890856682,9.68,1.5,,
NTXM-318,0-20 sm,Loy,7.89,1.39,2.51,1.34,18.26,68.76,37.25,446.3,27.243930652852,35.29,,6,,2.69665188600538,0.96,
NMNT-310,0-20 sm,Gill,8.99,1.55,4.63,1.64,25.48,15.33,10.61,337.47,27.9128061886645,42.26,9.19,1.2,8.59,2.56201798703436,1.46,
NTTM-279,0-20 sm,Loy,7.38,1.29,1.62,1.38,22.48,76.59,37.27,463.71,20,76.01,10.24,5.05481622864303,5.27,3.00133436453101,2.52,Paxta
NMNX-41399,0-20 sm,Yengil qum,7.32,1.04,1.02,1.51,33.45,59.72,32.17,389.45,39.3446877479625,50.39,12.03,1.2,,2.6602553239589,1.18,Paxta
NMNX-41520,0-20 sm,Yengil qum,6.22,0.9,1.52,1.36,35.22,62.81,32.49,420.8,27.2217524336191,56.91,9.37,6,10.97,3.457517885315,1.79,Paxta
NTXM-318,0-30,Yengil qum,8.32,1.04,3.1,1.37,33.5,38.1,22.51,408.63,28.012422298259,57.84,14.04,5.24688519275942,,2.87228843401655,1.75,Paxta
NMNX-310,0-20 sm,Gill,7.14,1.52,3.8,1.58,35.61,30.11,19.33,357.69,46.2475381336287,,11.33,1.5,6.79,3.13102596076305,1.18,Paxta
NTXM-319,0-20 sm,Loy,7.72,0.97,2.14,,33.52,80.92,42.17,536.05,59.3477090221371,,6.29,2.40799371224649,4.78,1.2274061852074,0.97,
NMNT-311,0-20 sm,Gill,8.24,0.84,3.42,1.52,28.89,33.97,20.93,357.08,54.5235944834246,41.72,8.26,1.7746142307693,12.84,2.13000432913962,2.35,
NTTM-280,0-30,Qumoq,8.58,1.11,3.76,1.51,31.95,40.3,21.26,410.18,45.9683986585319,55.1,,1.2,13.05,3.53465076828872,2.13,
NMNX-41400,0-20 sm,Yengil qum,6.57,1.36,4.13,1.58,29.96,36.66,20.82,345.4,31.629404868564,50.89,8.45,1.5,13.5,3.0575870728041,2,Paxta
NMNX-41521,0-20 sm,Yengil qum,6.71,0.97,2.59,1.49,35.75,47.7,26.59,417.66,37.0317314483767,44.72,,4.15730913336713,6.01,1.75014166869346,1.48,Paxta
NTXM-319,0-20 sm,Loy,7.13,0.53,1.32,1.31,30.59,80.55,40.45,458.71,44.50094045138,57.78,7.44,2.39037123144708,7.6,1.77925936694287,1.45,Paxta
NMNX-311,0-20 sm,Yengil qum,6.83,0.99,2.61,1.3,28.23,77.45,37.92,467.85,44.7565470482892,46.49,7.04,5.97689580135083,7.48,2.34950548312202,0.63,Paxta
NTXM-320,0-30,Qumoq,7.95,0.92,2.58,1.41,36.29,60.52,34.46,418.09,22.0270543786336,44.84,8.82,2.90553468616199,14.6,1.51720677858187,1.92,Paxta
NMNT-312,0-20 sm,Yengil qum,7.74,1.55,3.41,1.49,18.43,33.01,18.8,371.08,30.3788566059162,54.46,8.37,3.65549325023419,4.06,3.19388588494019,3.29,Paxta
NTTM-281,0-20 sm,Loy,8.29,1.21,3.24,1.33,31.54,44.5,27.04,382.46,28.3833613644292,67.44,8.59,2.97451142219373,12.8,1.28467688705898,1.38,Paxta
NMNX-41401,0-20 sm,Yengil qum,6.57,1.27,2.76,1.38,30.38,46.25,22.73,354.74,34.669493507819,50.41,9.71,1,8.21,3.44850284633366,2.72,Paxta
NMNX-41522,0-30,Loy,7.99,1.66,3.63,1.53,15.92,43.64,23.73,418.94,50.0162184505071,53.24,,4.45300669311532,13.78,3.19521076370454,,Paxta
NTXM-320,0-20 sm,Loy,6.4,1.56,3.28,1.27,26.9,80.03,41.2,450.72,15,48.09,10.05,6,7.55,2.17415694840759,,Paxta
TSPD-2169,0-20 sm,Yengil qum,8.43,1.07,4.95,1.64,26.81,17.34,13.03,317.36,36.1909171183554,33.34,8.45,5.16572321428269,11.61,1.68090902367489,1.62,Paxta
Karta-280,0-20 sm,Yengil qum,6.79,,1.87,1.51,18.69,47.52,24.98,407.94,49.1542590033189,58.8,10.8,2.93582037964714,12.15,2.55685238654408,1.36,Paxta
NTTM-282,0-20 sm,Yengil qum,8.04,2.97,4.23,1.61,20.63,33.8,18.99,351.46,38.0085193827903,38.64,12.08,1.37301824112083,13.76,1.48592280883415,1.75,Paxta
NMNX-41643,0-20 sm,Qumoq,8.49,0.11,0.62,,27.94,86.08,45.01,497.92,48.9637552765528,45.74,6.52,4.23185172461475,12,1.67869354561877,1.69,Paxta
NMNX-41764,0-20 sm,Gill,8.73,1.02,3.56,1.4,26.06,36.08,21.26,380,53.2875606829396,51.19,11.91,3.20992072998667,3.64,2.7432719955109,2.41,Paxta
NTXM-321,0-20 sm,Qumoq,7.91,1.71,2.86,1.33,36.94,71.51,36.21,440.89,46.1530941153299,50.02,11.04,4.15145128124876,,2.24063785575148,1.76,Paxta
TSPD-2170,0-20 sm,Qumoq,7.17,1.57,3.69,1.43,18.41,83.78,43.07,496.09,27.2272716063272,62.12,6.88,4.11726521345313,10.32,1.40460853911069,2.95,Paxta
Karta-281,0-20 sm,Yengil qum,6.83,1.03,4.23,1.44,28.22,52.08,28.43,417.88,41.2160273793174,51.51,8.19,1.22051262254083,13.8,2.25725778768684,,
NTTM-283,0-20 sm,Yengil qum,7.29,1.8,2.36,1.49,21.28,70.55,36.46,475.8,37.1688599395618,55.25,11.38,3.07073742152126,4.84,1.87609212793398,,
NMNX-41885,0-30,Qumoq,8.61,1.17,3.28,1.46,24.71,38.79,21.53,400.88,29.0941499959105,58.78,6.02,1.5,12.52,2.75626777777306,,
NMNX-42006,0-20 sm,Qumoq,6.11,1.77,1.87,1.24,34.25,94.54,46.97,484.78,45.3090055653134,47.31,10.5,4.11278226441124,6.84,2.12764115630895,,
NTXM-322,0-20 sm,Loy,8.36,2.27,3.58,1.39,30.21,32.34,20.47,399.5,33.616581775053,48.56,11.6,1.64412049218104,13.11,1.26566000880435,,
TSPD-2171,0-20 sm,Yengil qum,6.42,0.3,0.73,,39.99,89.77,46.91,510.3,22.6776587377428,51.27,8.55,3.0496529899099,6.18,2.16394375999376,0.92,Paxta
Karta-282,0-20 sm,Gill,7.12,0.64,2.7,1.52,39.89,53.37,28.64,405.6,53.6862732565314,45.3,6.93,1.89488184652943,9.62,2.00692167463987,1.38,Paxta
NTTM-284,0-20 sm,Loy,7.68,0.48,1.09,1.32,35.64,92.58,46.64,514.46,38.5884626561904,,11.45,4.19617853608569,13.42,3.00236751566981,1.06,Paxta
NMNX-42127,0-20 sm,Yengil qum,7.28,0.99,1.61,1.49,24.2,62.96,33.92,434.91,28.1293388195792,61.24,11.13,5.09651262795217,9.87,1.60296475412551,2.54,Paxta
NMNX-42248,0-20 sm,Gill,8.76,1.91,3.42,1.6,33.8,27.29,16.38,369.05,55.8479527346804,40.88,10.71,1.5,14.81,2.03739202016438,2.61,Paxta
NTXM-323,0-20 sm,Gill,6.76,2.24,0.83,1.34,29.63,58.67,32.53,427,53.6976723778405,66.7,7.02,6,7.55,1.57395378848133,2.08,Paxta
TSPD-2172,0-20 sm,Yengil qum,8.23,0.6,3.06,1.53,18.33,20.81,14.91,313.02,43.1610959470046,52.22,10.02,5.21722212919763,5.67,2.96449647323013,,Paxta
Karta-283,0-20 sm,Qumoq,8.08,1.31,2.69,1.37,34.79,67.9,33.39,427.22,25.5952815445995,45.01,13.39,2.32153845598222,13.2,2.11525506874159,1.43,Paxta
NTTM-285,0-20 sm,Loy,7.69,1.16,1.89,1.52,32.52,30.4,18.25,352.92,27.1160329823024,49.06,6.84,2.50779936919446,9.23,1.97718139361388,1.71,Paxta
NMNX-42369,0-20 sm,Yengil qum,8.62,0.79,4.11,1.55,32.02,41.07,22.96,378.93,29.4020259535353,52.58,10.27,4.11401687667569,12.4,2.22129933556691,0.95,Paxta
NMNX-42490,0-20 sm,Yengil qum,7.59,0.69,0.54,,27.89,93.6,48.4,551.36,29.9527559746238,60.98,7.26,2.62532666028275,3.82,2.23436170623399,,Paxta
NTXM-324,0-20 sm,Yengil qum,8.76,0.99,3.81,1.63,22.58,17.03,11.94,324.66,30.0860093577318,55.12,11.56,4.4031571490873,13.01,2.16426373854324,1.69,Paxta
TSPD-2173,0-20 sm,Yengil qum,6.78,0.95,0.91,1.24,20.59,90.44,44.67,523.97,30.1677461745458,,10.05,3.72746729914808,12.15,2.46030239364094,1.42,Paxta
Karta-284,0-20 sm,Gill,8.45,1.27,4.92,1.63,17.94,10.6,10.35,317.28,42.5610212348704,53.7,8.14,5.3263339542652,12.81,2.7051176982511,1.12,Paxta
NTTM-286,0-20 sm,Qumoq,7.87,1.91,1.35,1.25,33.19,84.02,40.65,496.2,30.9367003510794,51.16,8.66,2.23102402280114,5.07,1.46708927778992,1.02,Paxta
NMNX-1400,0-20 sm,Yengil qum,8.87,1.38,4.79,1.63,31.04,15.92,11.44,342.14,45.3482992063884,63.93,7.19,5.67581790075062,3.79,2.34427536435846,1.86,Paxta
NMNX-305,0-20 sm,Gill,6.7,1.6,4.26,1.62,26,41.08,24.99,376.46,47.7259519682084,39.03,9.89,4.89344130230517,10.41,1.85179358603795,1.2,Paxta
NTXM-314,0-20 sm,Yengil qum,7.27,1.95,2.59,1.27,23.75,74.19,39.5,463.53,21.6006520094561,57.44,8.58,6,,2.7921757664629,2.1,Paxta
NMNX-306,0-20 sm,Yengil qum,8.16,,1.59,1.26,24.29,86.63,43.49,475.03,45.7456082710591,63.38,6.23,2.48047829626075,4.45,1.94646479791397,2.51,Paxta
NTXM-315,0-20 sm,Loy,7.56,2.11,2.28,1.48,24.32,29.4,18.06,340.23,47.1284362064104,72.33,8.69,4.73737444895272,7.17,1.96237883276428,0.98,Paxta
