Namuna,Qatlam (sm),Mexanik tarkib,DNS (%),Tuproq zichligi (g/cm³),pH,EC (mS/cm),N (mg/kg),P (mg/kg),K (mg/kg),Gumus (%),Mg (mg/kg),S (mg/kg),Zn (mg/kg),Mn (mg/kg),B (mg/kg),Fe (mg/kg),Cu (mg/kg),Mikroorganizmlar(CFU/g),Ekin
Karta-396,20-40 sm,Qum,22.91,1.53,8.08,3.49,23.57,13.78,350.57,1.59,330.01,24.82,56.31,7.71,1.33,7.02,0.69,,Paxta
NTTM-398,20-40 sm,Qum,22.32,1.81,7.29,5.15,16.52,8.79,282.09,0.57,312.48,58.32,56.14,7.87,1.26,7.29,0.83,58292074.24,Paxta
NMNX-69715,20-40 sm,Gill,18.2,1.64,7.14,5.22,25.97,16.64,378.94,1.64,347.35,33.37,,9.8,1.33,7.92,0.76,374668502.04,Paxta
NMNX-69836,20-40 sm,Qum,26.03,1.57,8.14,6.665,46.32,24.26,418.98,2.65,415.67,52.16,51,9.41,1.07,8.12,0.55,967866869.96,Paxta
NTXM-437,0-30,Qum,21.17,1.41,8.5,2.94,42.29,22.73,434.7,3.02,398.56,48.15,59.04,9.21,0.98,7.45,0.49,,Paxta
TSPD-2286,0-30,Qumoq,22.74,1.59,8,3.74,29.81,19.09,414.9,2.39,361.64,20.36,,8.06,1.17,7.59,0.53,556981434.57,Paxta
Karta-397,20-40 sm,Qum,26.22,1.4,8.34,3.09,31.18,20.59,388.7,2.44,348.68,28.77,48.46,10.06,1.52,7.34,0.53,695626705.24,Paxta
NTTM-399,20-40 sm,Qum,29.8,1.66,7.93,3.19,28.2,16.68,363.84,1.93,327.26,81.78,51.28,10.08,1.63,8.17,0.49,488737743.1,Paxta
NMNX-69957,20-40 sm,Gill,18.9,1.64,7.94,3.31,33.59,15.71,379.06,1.85,351.84,21.24,56.9,11.35,1.38,6.69,0.68,430235593.15,Paxta
NMNX-70078,20-40 sm,Gill,20.6,1.53,8.55,5.15,18.03,11.28,379.01,0.98,362.4,21.98,63.65,9.46,0.6,5.98,0.55,117556904.34,Paxta
NTXM-437,20-40 sm,Loy,17.1,1.64,6.81,5.558,27.82,15.34,343.02,1.7,323.06,26.89,35.44,10.96,2.25,9.02,1.03,315851630.39,Paxta
TSPD-2286,20-40 sm,Gill,17.16,1.41,6.81,3.18,37.47,18.3,437.39,2.38,393.78,20.64,52.99,10.96,1.85,8.73,1,809571843.36,Paxta
Karta-397,20-40 sm,Qum,15.33,1.57,8.37,4.12,28.42,21.12,398.21,1.96,369.38,31.76,70.49,7.47,0.52,6.37,0.47,628731959.69,Paxta
NTTM-399,20-40 sm,Loy,26.62,1.62,6.07,4.02,32.22,21.87,376.87,1.77,363.64,56.18,51.03,12.34,2.39,8.83,1.19,589510853.31,Paxta
NMNX-69957,20-40 sm,Loy,14.34,1.8,8.57,4.73,21.88,12.91,323.61,0.92,283.14,37.15,58.71,8.77,1.1,6.46,0.29,140102244.36,Paxta
NMNX-70078,20-40 sm,Gill,27.4,1.75,8.95,5.27,13.04,7.98,349.08,0.54,324.75,20.01,67.21,7.65,0.5,6.53,0.49,50761154.54,Paxta
NTXM-438,20-40 sm,Qum,25.31,1.61,6.22,3.79,44.92,23.39,415.86,2.5,372.9,64.87,63.2,13.19,2.09,,1.19,,Paxta
TSPD-2287,20-40 sm,Gill,18.51,1.37,8.28,1.71,39.95,23.35,400.91,2.88,353.45,27.07,40.9,8.01,0.53,7.61,0.49,862952990.08,Paxta
Karta-398,20-40 sm,Gill,20.19,1.5,8.89,2.64,27.2,18.94,419.84,2.13,407.41,36.11,49.27,9.55,1.02,6.84,0.43,601151828.54,Paxta
NTTM-400,20-40 sm,Loy,26.91,1.64,6.05,2.62,43.41,25.17,394.3,3.29,371.16,29.84,52.23,12.02,2.33,8.87,1.3,1318509223.13,Paxta
NMNX-70199,20-40 sm,Qum,18.77,1.79,8.04,4.93,10.47,9.15,323.33,0.81,311.22,26.24,57.84,8.95,1.7,6.88,0.61,76549124.34,Paxta
NMNX-70320,0-30,Qum,29.88,1.57,8.67,4.31,34.57,18.31,411.19,1.98,386.95,23.74,69.63,8.18,1.5,6.68,0.39,699916784.78,Paxta
NTXM-438,20-40 sm,Loy,23.07,1.68,6.97,2.8,26.49,17.84,380.12,1.49,368.19,30.77,58.44,10.68,1.53,8.88,0.86,330815024.17,Paxta
TSPD-2287,20-40 sm,Gill,29.55,1.38,8.03,4.47,34.33,24.42,394.49,2.62,357.69,53.74,72.33,10.55,1.47,7.57,0.67,793552382.18,Paxta
Karta-398,20-40 sm,Gill,25.39,1.62,6.07,8.871,41.77,21.42,389.39,2.57,354.91,25.2,40.57,12.91,2.46,10.63,1.02,,Paxta
NTTM-400,20-40 sm,Qum,23.08,1.53,7.98,4.01,28.8,16.91,399.28,1.63,367.04,21.82,59.81,8.88,1.32,7.65,0.59,323692737.85,Paxta
NMNX-70199,20-40 sm,Gill,21.74,1.46,6.29,1.12,44.07,22.23,423.99,2.94,408.55,,39.26,12.49,2.14,9.61,1.13,1167926360,Paxta
NMNX-70320,20-40 sm,Gill,18.2,1.77,8.24,5.27,10.81,8.05,304.36,0.69,277.45,44.07,55.68,8.52,1.11,6.43,0.51,,Paxta
NTXM-439,0-30,Qum,23.67,1.59,8.99,5.1,21.52,19.98,408.71,1.69,356.86,38.2,65.27,6.54,0.75,5.97,0.31,368292415.33,Paxta
TSPD-2288,20-40 sm,Gill,15.96,1.8,9,5.37,10.58,9.67,310.75,0.62,285.57,27.42,64.11,5.63,0.78,6.09,0.39,42224366.92,Paxta
Karta-399,20-40 sm,Loy,22.29,1.73,8.57,3.61,27.45,15.65,325.8,1.31,268.83,65.46,50.98,9.74,0.88,6.92,,,Paxta
NTTM-401,20-40 sm,Qum,29.9,1.61,7.19,3.69,28.57,16.25,341.77,1.94,326.7,35.65,49.29,9.76,2.15,7.41,,424548824.92,Paxta
NMNX-70441,20-40 sm,Qum,22.09,1.68,7.77,4.52,20.49,11.09,346.34,0.98,311.78,27,43.73,9.49,1.44,7.87,0.63,118238661.77,Paxta
NMNX-70562,0-30,Qumoq,29.3,1.37,8.78,3.56,43.15,24.19,472.63,3.2,427.93,23.28,58.63,9.73,0.91,6.73,0.37,1106525549.21,Paxta
NTXM-439,20-40 sm,Loy,21.43,1.7,8.57,5.04,11.89,10.6,310.36,0.68,288.51,39.1,58.18,,0.94,6.78,0.29,80469901.92,Paxta
TSPD-2288,20-40 sm,Loy,29.46,1.53,6.89,1.45,27.61,18.07,362.16,1.65,329.34,32.24,28.97,,1.61,8.92,0.97,428205348.05,Paxta
Karta-399,20-40 sm,Gill,21.6,1.66,7.83,3.66,26.76,13.58,347.17,1.48,326.01,31.58,51.05,9.64,1.2,,0.52,228202552.2,Paxta
NTTM-401,20-40 sm,Gill,16.42,1.67,8.78,3.04,31.48,16.6,371.38,2.03,326.31,47.21,51.14,9.21,,7.4,0.37,409928134.12,Paxta
NMNX-70441,20-40 sm,Gill,23.74,1.61,8.42,3.68,19.72,11.74,353.71,1.16,320.47,29.93,49.25,8.13,0.78,6.84,0.62,153641024.98,Paxta
NMNX-70562,20-40 sm,Loy,24.37,1.65,8.87,5.07,10.87,9.34,340.1,0.63,313.34,27.49,64.15,7.43,0.91,6.81,0.25,98895069.68,Paxta
NTXM-440,0-30,Qum,25.59,1.6,7.57,4.22,32.31,22.3,417.59,2.4,388.89,22.79,66.86,11.33,1.51,8.36,0.84,888121481.05,Paxta
TSPD-2289,0-30,Qumoq,25.68,1.67,8.61,3.72,31.51,17.99,400.15,2.16,397.48,20.16,69.9,7.61,1.17,6.88,0.4,587923530.31,Paxta
Karta-400,20-40 sm,Gill,26,1.41,6.88,2.84,33.83,19.61,344.39,,,,,,,,,410193883.5,Paxta
NTTM-402,0-30,Qumoq,26.01,1.37,7.89,2.77,39.7,22.69,421.33,,,,,,,,,843079379.86,Paxta
NMNX-70683,20-40 sm,Loy,28.49,1.75,8.05,3.22,31.4,18.73,388.28,,,,,,,,,,Paxta
NMNX-70804,0-30,Qum,16.66,1.64,8.51,3.53,33.61,17.08,423.58,,,,,,,,,644361052.04,Paxta
NTXM-440,20-40 sm,Qum,15.84,1.63,6.48,1.2,31.04,18.82,401.51,,,,,,,,,535930975.55,Paxta
TSPD-2289,20-40 sm,Gill,15.48,1.63,6.07,2.92,45.02,23.72,391.25,2.57,367.91,20.22,57.66,11.87,2.12,10.33,1.26,1002593507.51,Paxta
Karta-400,20-40 sm,Qum,19.06,1.58,8.45,4.72,17.84,11.53,326.68,1.2,306.12,43.33,58.93,6.87,1.04,7.04,0.52,159396254.69,Paxta
NTTM-402,20-40 sm,Qum,16.96,1.57,6.9,3.49,31.4,15.38,358.27,1.66,349.14,22.33,54.1,10.85,1.77,8.47,0.91,416919623.15,Paxta
NMNX-70683,20-40 sm,Qum,25.77,1.75,7.47,4.83,10.19,7.04,280.42,0.64,282.69,20.63,60.71,8.02,1.59,7.66,0.78,67683663.57,Paxta
NMNX-70804,20-40 sm,Qum,15.05,1.64,6.31,1.57,28.62,16.57,321.31,1.56,285.1,66.18,25.56,10.92,1.85,8.66,1.07,348445812.47,Paxta
NTXM-441,20-40 sm,Loy,28.15,1.68,7.51,5.19,13.24,10.34,315.44,0.85,275.42,55.28,66.21,9.73,0.85,8.64,0.72,95265201.62,Paxta
TSPD-2290,20-40 sm,Loy,15.84,1.52,6.74,1.8,35.96,17.6,401.31,2.45,374.1,22.13,32.92,10.06,1.51,8.94,1.09,690415002.2,Paxta
Karta-401,20-40 sm,Qum,17.28,1.69,8.94,4.99,15.67,11.46,357.18,1.07,347.09,30.89,62.48,7.62,,6.36,0.36,132970504.66,Paxta
NTTM-403,20-40 sm,Gill,24.28,1.54,8.17,1.93,37.92,22.12,396.07,2.4,335.97,,41.53,9.86,1.13,7.64,0.52,796596267.77,Paxta
NMNX-70925,0-30,Qum,15.33,1.66,7.75,4.39,36.81,18.8,407.73,2,403.17,33.59,66.83,10.24,,7.85,0.57,699989693.75,Paxta
NMNX-71046,20-40 sm,Qum,29.34,1.7,6.74,4.58,22.08,12.68,345.95,1.52,317.89,29.56,61.55,9.84,1.69,8.07,0.86,,Paxta
NTXM-441,20-40 sm,Loy,21.69,1.61,8.22,4.15,27.21,12.44,375.24,1.72,328.88,33.99,49.86,7.99,1.38,7.72,0.62,,Paxta
TSPD-2290,20-40 sm,Gill,20.63,1.62,7.5,2.29,44.9,26.4,416.57,3.05,412.3,22.58,48.89,10.58,2.09,9.2,0.74,1520304535.65,Paxta
Karta-401,20-40 sm,Loy,25.59,1.68,8.92,5.09,21.5,12.34,340.76,1.38,334.36,27.14,66.45,8.84,0.45,6.35,0.49,271021845.38,Paxta
NTTM-403,20-40 sm,Qum,24.72,1.58,7.62,4.29,46.07,21.41,396.22,2.85,368.76,31.84,72.68,8.76,2.01,7.94,0.76,954112185.26,Paxta
NMNX-70925,20-40 sm,Loy,18.71,1.58,7.66,4.3,31.76,16.83,369.45,1.95,348.04,24.31,56.79,11.45,1.56,8.48,0.55,473138451.55,Paxta
NMNX-71046,20-40 sm,Gill,16.58,1.59,6.17,4.85,37.93,24.78,392.71,2.82,329.17,27.58,85.47,10.6,,9.7,1.11,980031372.13,Paxta
NTXM-442,0-30,Qumoq,17.43,1.5,8.01,4.47,43.72,21.65,451.58,2.33,394.9,21.39,66.68,9.04,1.07,7.69,,900972433.44,Paxta
TSPD-2291,20-40 sm,Qum,13.11,1.54,7.57,4.53,32.62,16.77,389.57,2.04,374.25,40.26,64.6,8.92,1.53,8.21,,532342908.03,Paxta
Karta-402,20-40 sm,Gill,18.74,1.48,7.09,2.12,27.62,16.35,377.38,2.1,340.91,57.64,50.7,,1.09,7.64,0.84,465480547.94,Paxta
NTTM-404,20-40 sm,Qum,24.43,1.52,7.54,5.16,21.3,13.86,351.79,1.39,338.02,39.56,67.19,8.57,1.49,,0.63,214278283.83,Paxta
NMNX-71167,20-40 sm,Qum,21.37,1.62,6.31,1.77,43.51,22.34,390.58,2.46,391.31,31.29,37.47,13.24,2.23,9.43,1.08,,Paxta
NMNX-71288,20-40 sm,Qum,24.25,1.71,8.89,4.66,20.52,10.64,332.18,1.01,304.53,30.15,55.07,7.33,0.94,6.96,0.24,123219550.57,Paxta
NTXM-442,0-30,Qumoq,24.8,1.5,8.46,4.01,34.5,17.17,411.84,1.94,367.42,27.43,64.67,8.98,1.17,7.12,0.44,456344802.5,Paxta
TSPD-2291,20-40 sm,Gill,26.64,1.39,8.67,2.17,35.96,24.09,417.37,2.96,371.97,25.12,41.61,9.1,0.91,6.39,0.3,979532386.06,Paxta
Karta-402,20-40 sm,Qum,29.11,1.35,7.75,2.35,35.67,18.46,416.8,1.97,371.37,52.05,47.2,9.64,1.46,8.33,,555447890.05,Paxta
NTTM-404,20-40 sm,Qum,18.19,1.49,7.88,1.48,37.04,18.93,377.57,2.15,328.15,47.55,35.62,9.05,,6.58,0.33,789715963.86,Paxta
NMNX-71167,20-40 sm,Gill,26.24,1.39,8.21,3.4,28.66,17.89,396.83,2.36,355.08,21.49,52.12,8.84,1.43,7.16,,720265600.4,Paxta
NMNX-71288,20-40 sm,Gill,22.96,1.53,6.86,3.5,44.4,25.51,447.54,2.85,403.92,23.83,58.76,13.18,,9.48,1.04,1210593113.28,Paxta
NTXM-443,20-40 sm,Qum,21.23,1.65,8.48,3.21,20.38,11.59,353.43,1.47,329.67,35.21,50.24,8.74,0.3,6.68,0.47,267146673.15,Paxta
TSPD-2292,20-40 sm,Gill,13.06,1.72,8.12,4.41,20.29,13.17,288.22,0.99,314.25,38.01,55.3,9.25,0.69,7.29,0.53,140021220.96,Paxta
Karta-403,20-40 sm,Qum,25.04,1.44,8.29,1.91,25.99,17.57,374.18,1.57,337.28,22.17,45.93,8.47,0.92,,0.6,,Paxta
NTTM-405,20-40 sm,Gill,27.3,1.58,7.47,2.33,35.09,17.97,388,2.42,340.49,26.33,49.44,10.52,1.71,7.86,0.67,752548900.06,Paxta
NMNX-71409,20-40 sm,Gill,19.46,1.38,8.48,2.28,37.32,17.96,389.2,2.01,,27.08,,8.72,0.84,6.64,0.33,689914919.05,Paxta
NMNX-71530,0-30,Qum,16.53,1.37,8.17,2.9,28.67,19.08,400.21,2.35,381.91,,48.73,8.01,1.37,6.75,0.73,649720471.52,Paxta
NTXM-443,0-30,Qumoq,20.92,1.68,8.26,4.06,36.19,18.15,410.52,2.63,404.06,28.62,63.46,7.18,0.53,8.11,0.66,698679950.6,Paxta
TSPD-2292,20-40 sm,Loy,29.94,1.55,8.41,4.59,33.12,19.73,381.79,2.34,369.82,25.37,64.57,8.03,0.86,7.4,0.33,613777481.07,Paxta
Karta-403,20-40 sm,Gill,28.7,1.57,6.13,3.3,41.58,22.15,406.83,2.95,392.42,20.39,57.03,12.28,2.01,9.06,1.2,993024317.33,Paxta
NTTM-405,20-40 sm,Gill,27.91,1.66,7.23,5.01,24.5,15.87,370.74,1.74,353.38,67.92,68.91,7.82,1.93,8.7,0.9,314587498.9,Paxta
NMNX-71409,20-40 sm,Gill,18.25,1.7,8.11,4.67,22.67,13.4,342.16,1.11,323.52,39.81,65.18,8.82,0.77,6.9,0.55,170985653.72,Paxta
NMNX-71530,20-40 sm,Qum,27.72,1.69,8.62,4.83,14.14,8.81,345.85,0.97,292,24.55,54.08,8.8,0.82,7.12,0.51,96855558.15,Paxta
NTXM-444,20-40 sm,Loy,15.04,1.76,6.98,4.57,19.55,15.76,332.45,1.49,320.32,47.04,57.95,11.2,1.05,,0.87,233413779.41,Paxta
TSPD-2293,20-40 sm,Loy,19.22,1.65,8.12,4.97,18.84,12.23,336.36,0.85,310.9,36.42,66.02,8.66,1.16,,0.41,115260371.39,Paxta
Karta-404,20-40 sm,Gill,22.13,1.4,7.44,3.09,33.09,15.97,398.86,2.21,356.71,23.68,45.27,9.76,1.33,8.72,0.77,558943241.75,Paxta
NTTM-406,20-40 sm,Loy,16.6,1.64,8.72,3.99,12.71,9.99,318.9,0.75,326.14,21.58,54.76,5.31,0,6.13,0.43,86355926.23,Paxta
NMNX-71651,0-30,Loy,18.59,1.49,8.73,3.92,31.24,17.42,418.68,2.4,396.79,65.17,65.18,9.6,1.17,6.8,0.35,605483501.82,Paxta
NMNX-71772,20-40 sm,Gill,17.88,1.64,8.57,3.9,14.92,13.31,311.68,1.01,309.54,24.35,53.33,8.24,0.74,,0.49,166762943.12,Paxta
NTXM-444,20-40 sm,Gill,29.12,1.73,8.47,5.12,17.94,12.68,338.52,1.07,305.42,48.5,61.61,9.03,0.55,6.83,0.56,106540056.98,Paxta
TSPD-2293,20-40 sm,Loy,9.54,1.54,6.69,3.54,37.44,22.8,395.44,2.43,374.07,20.93,65.85,9.7,2.04,9.35,0.89,791728038.76,Paxta
Karta-404,20-40 sm,Gill,25.96,1.7,8.41,4.73,15.27,10.3,340.93,1.02,326.43,32.11,,8.2,0.82,7.15,0.44,133694589.62,Paxta
NTTM-406,20-40 sm,Gill,26.4,1.33,7.57,3.95,38.68,25.12,399.33,2.56,362.78,26.6,77.34,9.61,1.62,,0.62,973773830.88,Paxta
NMNX-71651,20-40 sm,Qumoq,13.66,1.65,8.22,4.83,31.12,18.09,410.21,1.62,365.15,31.23,68.12,8.59,1.2,7.52,0.51,453901558.54,Paxta
NMNX-71772,20-40 sm,Qum,22.21,1.58,7.61,4.92,31.07,20.19,405.4,1.93,380.14,34.94,63.74,9.96,1.53,,0.73,480881996.84,Paxta
NTXM-445,20-40 sm,Gill,8.72,1.52,8.46,2.02,40.12,17.13,388.05,2.27,,25.96,47.57,9.95,1.14,7.26,0.37,621174046.05,Paxta
TSPD-2294,20-40 sm,Qum,18.41,1.57,7.12,1.61,32.97,21.82,442.01,2.38,411.44,25.9,39.83,10.9,2.52,8.56,0.9,869274213.06,Paxta
Karta-405,20-40 sm,Qum,14,1.62,7.35,2.66,23.99,12.29,318.15,1.45,336.05,22.6,42.28,10.93,1.65,7.6,0.78,298702432.87,Paxta
NTTM-407,20-40 sm,Qum,28,1.7,8.96,5.26,12.18,9.79,357.53,0.71,333.41,41.42,63.15,5.52,0.58,,0.28,72074513.45,Paxta
NMNX-71893,20-40 sm,Gill,15.52,1.77,6.64,5.02,23.9,14.42,351.96,1.46,355.93,24.52,70.7,13.47,1.67,8.96,0.99,313905520.56,Paxta
NMNX-72014,20-40 sm,Qum,28.17,1.69,7.25,4.04,15.1,10.22,318.65,0.8,303.32,24.24,54.38,9.57,1.56,8.34,0.78,95027555.96,Paxta
NTXM-445,20-40 sm,Loy,21.61,1.7,6.74,2.04,43.54,19.01,425.03,2.64,381.13,32.22,46.11,10.89,,9.22,1.07,693619735.09,Paxta
TSPD-2294,20-40 sm,Gill,19.99,1.35,8.76,2.35,28.54,15.81,373.07,1.69,330.42,39.46,46.62,8.49,0.52,6.46,0.37,,Paxta
Karta-405,20-40 sm,Loy,22.82,1.65,8.75,4.44,29.58,14.38,363.04,1.89,383.74,20.04,56.74,6.57,0.63,6.23,0.31,448857817.92,Paxta
NTTM-407,20-40 sm,Loy,14.13,1.61,7.52,3.95,33.65,17.9,392.73,2.18,376.32,21.62,62.13,11.14,1.32,8.37,0.83,525168259.6,Paxta
NMNX-71893,20-40 sm,Gill,18.32,1.52,7.23,3.51,41.91,21.74,368.38,2.13,329.19,20.58,55.62,10.02,2.04,8.17,0.89,709923812.69,Paxta
NMNX-72014,20-40 sm,Qum,21.44,1.55,7.51,4.12,37.2,18.2,390.12,2.28,375.72,20.1,60.71,12.2,1.65,8.46,0.68,779988485.47,Paxta
NTXM-446,20-40 sm,Qum,26.61,1.58,8.32,3.54,48.85,30.04,454.43,3.52,405.72,24.67,68.49,9.45,1.22,6.77,0.37,1202330456.59,Paxta
TSPD-2295,20-40 sm,Gill,25.14,1.62,8.51,4.81,21.11,11.94,360.4,1.15,347.25,40.34,66.37,7.52,0.48,6.81,0.53,172706916.45,Paxta
Karta-406,20-40 sm,Gill,24.2,1.63,6.53,1.05,35.57,17.01,369.07,1.82,321.56,20.27,36.01,12.58,1.59,8.48,1.12,584460173.76,Paxta
NTTM-408,20-40 sm,Qumoq,28.3,1.46,8.84,4.02,41.58,21.75,415.68,2.29,387.48,25.07,65.47,8.11,1.29,,0.32,712861489.83,Paxta
NMNX-72135,20-40 sm,Gill,19.12,1.67,8.61,4.51,15.43,12.52,352.92,1.46,326.2,29.56,69.23,6.66,0.38,6.27,,232953947.23,Paxta
NMNX-72256,20-40 sm,Gill,26.55,1.53,8.59,5.22,18.44,9.25,329.85,1.13,315.41,29.53,70.74,8.41,1.02,6.94,0.35,166107928.43,Paxta
NTXM-446,20-40 sm,Loy,24.95,1.41,8.32,2.34,37.74,18.04,365.6,2.09,334.75,34.36,48.65,9.42,1.18,7.53,0.49,733752430.82,Paxta
TSPD-2295,20-40 sm,Qum,13.4,1.61,8.34,2.65,33.41,19.05,423.23,2.05,369.94,36.78,,8.88,1.11,7.31,0.31,627928715.78,Paxta
Karta-406,20-40 sm,Qum,22.82,1.6,7.92,3.62,20.33,14.26,328.79,1.38,308.15,77.43,54.86,8.82,1.23,7.34,0.85,258720465.35,Paxta
NTTM-408,20-40 sm,Qum,23.16,1.65,7.04,2.36,29.72,13.53,328.79,1.6,301.58,30.04,44.03,11.62,2.01,8.1,0.8,359872461.2,Paxta
NMNX-72135,20-40 sm,Qum,28.86,1.66,8.22,3.16,21.37,13.84,367.39,1.66,345.85,32.91,,10.13,1.11,7.04,0.4,334459183,Paxta
NMNX-72256,20-40 sm,Gill,22.42,1.42,6.5,3.23,45.99,25.37,440.49,2.86,411.22,66.41,60.57,11.26,2.19,8.15,1.06,,Paxta
NTXM-447,20-40 sm,Gill,24.82,1.61,7.43,4.54,52.9,26.55,445.59,3.1,410.7,30.04,77.69,11.82,1.32,8.14,0.79,1252354879.95,Paxta
TSPD-2296,20-40 sm,Qum,18.85,1.45,7.77,4.71,33.85,16.53,396.44,2.05,390.18,24.81,66.9,10.16,0.89,7.95,0.68,502396868.34,Paxta
Karta-407,20-40 sm,Gill,16.02,1.59,7.43,4.9,13.42,11.26,354.74,0.86,328.92,23.28,66.86,9.56,1.15,8.02,0.77,,Paxta
NTTM-409,20-40 sm,Qum,28.36,1.54,6.57,4.43,36.34,23.51,370.4,2.74,340.32,20.21,72.63,12.76,2.18,,1.07,896317711.02,Paxta
NMNX-72377,20-40 sm,Qum,18.26,1.69,8.27,5.12,13.8,8.73,325.99,0.9,320.83,59.34,66.19,6.82,0.97,7.27,,95208941.44,Paxta
NMNX-72498,20-40 sm,Loy,21.87,1.67,7.38,4.32,17.48,9.33,340.84,1.05,349.06,75.09,66.36,10.05,1.82,8.18,0.92,123373134.51,Paxta
NTXM-447,20-40 sm,Loy,20.95,1.35,8.1,3.57,29.87,16.96,377.16,1.94,373.2,25.07,49.88,9.02,1.28,7.24,0.49,511882035.85,Paxta
TSPD-2296,20-40 sm,Qum,25.45,1.69,7.46,1.9,26.95,13.99,357.59,1.24,348.43,26.89,,10.6,1.48,8.02,0.72,222855665.27,Paxta
Karta-407,20-40 sm,Qum,25.61,1.73,8.05,4.38,16.32,13.27,330.69,1.09,322.46,28.6,51.89,8.42,1.58,7.19,0.62,172312540.51,Paxta
NTTM-409,20-40 sm,Loy,16.18,1.66,8.23,3.12,10.88,8.94,316.02,0.75,296.38,23.94,57.11,8.29,0.6,7.17,0.52,67247915.76,Paxta
NMNX-72377,20-40 sm,Gill,22.33,1.48,6.62,3.24,49.66,24.98,379.45,2.2,372.44,28.41,56.08,11.07,1.71,9.54,0.98,796598728.51,Paxta
NMNX-72498,20-40 sm,Qum,26.1,1.71,8.76,5.14,9.1,8.21,366,0.58,358.54,20.94,74.43,6.56,0.53,7.26,0.2,50158598.74,Paxta
NTXM-448,20-40 sm,Qum,21.85,1.48,8.14,1.51,27.03,20.01,356.85,1.96,335.87,27.5,34.27,9.28,1,7.91,0.48,,Paxta
TSPD-2297,20-40 sm,Gill,24.22,1.53,7.8,0.91,35.89,20.22,342.64,2.18,317.78,,32.94,11.71,1.61,,0.58,775091591.81,Paxta
Karta-408,20-40 sm,Gill,24.54,1.7,8.53,5.3,11.65,7.56,347.23,0.64,339.08,23.2,56.05,6.61,0.84,,0.67,52566172.41,Paxta
NTTM-410,20-40 sm,Qum,26.41,1.68,7.57,4.56,28.14,16.59,402.48,1.38,387.37,26.02,64.5,11.34,1.48,7.89,0.69,352505238.17,Paxta
NMNX-72619,20-40 sm,Qum,12.48,1.77,8.53,5.21,15.5,10,327.97,0.76,319.79,23.97,58.61,8.04,0.66,,0.52,65012429.08,Paxta
NMNX-72740,20-40 sm,Qum,29.55,1.61,8.42,4.47,26.63,15.77,349.21,1.57,325.46,23.75,62.99,6.81,1.03,,0.44,296241949.81,Paxta
NTXM-448,20-40 sm,Gill,14.11,1.73,8.99,5.1,15.1,8.98,332.06,0.6,324.13,,61.89,8.25,0.77,7.14,0.26,54045663.49,Paxta
TSPD-2297,20-40 sm,Qum,27.58,1.54,6.62,3.47,47.25,24.32,392.01,2.81,,33.55,54.3,12.53,1.52,,1.02,1053710133.58,Paxta
Karta-408,20-40 sm,Gill,26.08,1.76,8.98,4.7,11.71,7.08,303.64,0.64,306.27,21.66,,6.43,0,6.44,0.23,61600051.76,Paxta
NTTM-410,20-40 sm,Qum,28.67,1.39,6.62,1.95,38.68,19.84,421.37,2.5,352.99,21.25,43.71,11.4,,9.27,1.02,,Paxta
NMNX-72619,20-40 sm,Loy,15.78,1.43,8.13,2.15,19.8,12.89,349.84,1.42,315.66,23.51,44.27,6.85,1.05,7.47,0.6,278027218.32,Paxta
NMNX-72740,20-40 sm,Qum,14.29,1.62,8.03,3.16,21.9,10.64,364.61,1.26,376.77,42.13,41.08,11.31,1.17,7.18,0.58,171883986.7,Paxta
NTXM-449,20-40 sm,Gill,15.58,1.59,7.83,3.58,37.94,15.77,381.13,1.8,337.29,25.93,57.39,9,1.52,7.34,0.7,,Paxta
TSPD-2298,20-40 sm,Loy,23.94,1.77,7.73,4.21,19.13,12.37,336.54,1.07,314.2,25.36,51.62,9.14,1.41,7.23,0.73,119191262.63,Paxta
Karta-409,20-40 sm,Gill,27.93,1.64,8.48,1.66,24.17,14.32,357.89,1.35,356.36,26.57,30.3,7.92,1.22,7.01,0.51,234397115.03,Paxta
NTTM-411,20-40 sm,Gill,16.17,1.55,8.59,1.55,33.28,17.45,391.15,1.62,343.81,38.94,41.71,6.88,1.35,7.08,0.34,,Paxta
NMNX-72861,20-40 sm,Gill,27.82,1.4,8.13,4.01,31.08,21.73,364.8,2.35,341.24,29.41,64.81,,1.4,7.38,0.4,615855591.8,Paxta
NMNX-72982,20-40 sm,Gill,10.87,1.55,7.34,3.87,32.43,20.5,400.22,2.1,357.26,24.23,66.24,9.75,1.79,8.15,0.94,,Paxta
NTXM-449,20-40 sm,Qum,28.93,1.61,6.39,2,39.54,19.95,375.9,2.26,364.97,22.78,34.7,11.71,1.95,9.53,0.92,643467151.84,Paxta
TSPD-2298,20-40 sm,Gill,23.11,1.37,8.93,4.17,33.85,22.46,393.17,2.27,359.22,20.93,64.39,8.34,1.21,6.64,0.47,957878932.37,Paxta
Karta-409,20-40 sm,Loy,27.02,1.62,8.63,4.26,18.76,11.11,346.46,1.03,313.33,22.88,53.61,7.5,0.57,6.82,0.28,110897242.19,Paxta
NTTM-411,20-40 sm,Qumoq,28.32,1.61,7.75,3.19,53.86,23.59,411.97,2.96,392.84,21.27,46.46,9.44,,7.99,0.71,1083786437.22,Paxta
NMNX-72861,20-40 sm,Gill,24.66,1.55,6.29,3.81,36.36,17.55,354.3,2.06,314.89,,54.74,10.72,1.74,9.41,0.91,,Paxta
