"Sample","Layer (cm)","Mechanical Composition","FC (%)","Soil Density (g/cm³)","pH","Soil EC (mS/cm)","Nitrogen (mg/kg)","Phosphorus (mg/kg)","Potassium (mg/kg)","Humus (%)","Mg (mg/kg)","S (mg/kg)","Zn (mg/kg)","Mn (mg/kg)","B (mg/kg)","Fe (mg/kg)","Cu (mg/kg)","Microorganisms (CFU/g)","crop"
"79","0-30","Qumoq","42.24","1.33","8.4","1.2","40.64","18","13","0.08","0.5","40.1","0.2","8.07","0.27","8.82","0.1","1496132850.43","Sabzi"
"80","0-30","Yengil qum","30.85","1.53","8.6","3.56","35.72","19","7","0.21","0.4","53.64","0.2","9.5","0.28","10.71","0.1","209274125","Paxta"
"81","0-30","Yengil qum","31.91","1.49","8.1","1.54","10.46","90","121","1.56","3.4","56.74","3.8","7.76","6.05","9.53","0.6","2817424136.25","Bug'doy"
"82","0-30","Yengil qum","36.92","1.84","8.0","2.1","33.48","122","164","3.35","5.8","67.14","3.4","8.8","9.99","10.96","0.8","","Bug'doy"
"83","0-30","Qumoq","31.4","1.61","8.2","3.62","57.47","117","66","2.79","3.5","64.43","2.0","7.55","6.39","13.32","1.3","765251731.13","Sabzi"
"84","0-30","Yengil qum","30.87","1.37","8.2","4.83","42.41","69","51","1.52","2.0","57.01","1.4","9.07","2.86","13.1","0.3","1505718348.9","Paxta"
"85","0-30","Yengil qum","36.91","1.47","8.0","2.45","22.95","171","150","2.52","4.5","57.64","2.8","6.47","7.75","12.3","0.7","590497609.34","Bug'doy"
"86","0-30","Yengil qum","34.92","1.75","8.0","2.45","47.43","143","92","3.07","4.5","41.08","2.3","7.7","9.45","11.05","0.8","822494235.34","Bug'doy"
"87","0-30","Qumoq","34.97","1.47","8.0","1.06","17.19","158","118","4.46","6.3","49.93","2.6","8.3","17.46","12.41","0.7","1823971975.03","Sabzi"
"88","0-30","Qumoq","32.93","1.74","7.8","4.55","49.81","127","34","2.47","2.4","46.87","1.8","10.02","4.10","9.53","0.4","162056043.36","Paxta"
"89","0-30","Qumoq","39.19","1.38","7.7","4.58","8.51","101","38","3.09","3.3","50.07","2.4","8.54","2.95","13.46","0.2","520375000.87","Bug'doy"
"90","0-30","Yengil qum","33.14","1.78","7.6","3.64","27.35","132","58","2.70","1.5","75.63","1.0","7.76","1.92","11.25","0.1","1416269938.97","Bug'doy"
"91","0-30","Yengil qum","38.63","1.61","7.5","4.65","5.55","80","63","1.38","0.9","61.99","0.8","7.6","0.87","10.45","0.1","","Sabzi"
"92","0-30","Qumoq","32.49","1.88","7.7","4.96","30.46","71","131","1.37","1.5","46.91","1.0","7.71","1.93","13.31","0.1","435234178.61","Paxta"
"93","0-30","Yengil qum","38.18","1.45","7.7","1.37","22.95","107","47","0.76","0.7","38.09","10.0","6.15","0.62","11.83","0.1","","Bug'doy"
"94","0-30","Qumoq","40.8","1.47","7.6","3.01","63.49","103","54","2.36","0.9","51.12","3.2","9.54","1.23","10.82","0.2","345953390.47","Bug'doy"
"95","0-30","Loy","34.23","1.37","7.5","4.63","8.03","126","93","1.95","1.3","61.39","3.2","9.31","1.44","8.61","0.2","1568090624.31","Sabzi"
"96","0-30","Loy","39.69","1.79","7.4","2.47","11.36","154","129","3.75","1.5","52.89","3.5","8.48","2.35","9.34","0.3","506052563.72","Paxta"
"97","0-30","Qumoq","38.91","1.62","8.7","4.46","34.42","36","17","0.15","0.5","67.82","0.4","9.49","0.20","12.53","0.1","118457579.2","Bug'doy"
"98","0-30","Qumoq","33.81","1.61","8.5","3.58","32.86","14","15","0.09","0.4","68.28","0.2","8.3","0.09","13.7","0.1","106382316.23","Bug'doy"
"99","0-30","Loy","36.8","1.5","8.6","0.8","41.7","10","15","0.10","0.4","52.15","0.1","6.67","0.07","12.84","0.1","130634165.1","Sabzi"
"100","0-30","Yengil qum","45.39","1.73","8.6","1.09","38.04","15","12","0.01","0.4","58.75","0.2","8.49","0.07","13.01","0.1","1761646161.08","Paxta"
"101","0-30","Qumoq","37.11","1.46","7.9","1.53","25.6","81","18","0.87","0.5","51.41","1.0","10.25","0.42","13.17","0.1","794598390.98","Bug'doy"
"102","0-30","Qumoq","36.24","1.68","7.8","3.66","37.4","95","16","0.51","0.5","50.93","1.3","7.72","0.49","12.93","0.1","1855466207.97","Bug'doy"
"103","0-30","Qumoq","39.01","1.43","7.8","1.3","28.48","129","20","0.80","0.5","49.98","1.3","8.61","0.47","12.6","0.1","1496686014.74","Sabzi"
"104","0-30","Yengil qum","32.86","1.6","7.7","1.88","18.13","140","16","1.38","0.5","60.92","1.9","7.44","0.76","12.78","0.4","1224288918.51","Paxta"
"105","0-30","Loy","41.82","1.68","8.1","3.71","7.37","111","17","0.43","0.6","40","2.8","8.45","0.62","15.87","0.2","776020195.21","Bug'doy"
"106","0-30","Yengil qum","34.58","1.71","7.9","3.6","13.46","129","16","0.73","0.8","60.82","2.7","10.09","0.56","11.34","0.4","149223633.3","Bug'doy"
"107","0-30","Yengil qum","39.18","1.63","8.0","1.5","38.25","66","13","0.68","0.4","49.47","0.7","8.71","0.25","9.11","0.1","58662898.53","Sabzi"
"108","0-30","Qumoq","38.19","1.49","8.0","1.77","31.93","55","11","0.55","0.4","45","0.7","9.23","0.26","12.51","0.1","1027550759.29","Paxta"
"109","0-30","Qumoq","32.2","1.59","7.8","5.03","40.82","61","21","0.64","0.4","67.08","0.9","6.09","0.37","12.93","0.2","310472948.77","Bug'doy"
"110","0-30","Qumoq","33.4","1.53","8.0","2.74","29.39","61","7","0.82","0.3","37.57","0.8","7.12","0.28","10.11","0.2","2163258184.02","Bug'doy"
"111","0-30","Qumoq","30.44","1.58","8.2","2.56","54.85","51","5","0.54","0.3","55.62","0.4","6.57","0.14","12.5","0.1","903275165.08","Sabzi"
"112","0-30","Qumoq","37.79","1.4","8.2","1.88","36.07","48","6","0.36","0.3","70.43","0.4","6.32","0.14","9.31","0.1","","Paxta"
"113","0-30","Qumoq","36.18","1.5","8.1","","40.37","59","5","0.26","0.3","39.22","0.5","10.02","0.16","15.55","0.1","539971277.47","Bug'doy"
"114","0-30","Loy","40.26","1.39","8.3","1.33","31.22","","7","0.37","0.3","73.84","0.5","8.19","0.15","13.13","0.1","328349014.97","Bug'doy"
"115","0-30","Loy","36.15","1.52","8.4","3.47","18.39","32","6","0.21","0.3","27.98","0.2","7.6","0.15","14.8","0.1","","Sabzi"
"116","0-30","Yengil qum","38.35","1.73","8.3","2.09","36.56","52","11","0.23","0.5","55.64","0.6","7.02","0.34","10.13","0.1","307012229.49","Paxta"
"117","0-30","Qumoq","36.5","1.43","8.1","1.29","40.35","52","12","0.25","0.5","56.57","0.6","","0.34","10.32","0.1","839524611.68","Bug'doy"
"118","0-30","Qumoq","38.33","1.48","8.4","2.83","26.84","18","13","0.08","0.5","51.03","0.2","5.93","0.27","12.4","0.1","473029258.55","Makkajo'xori"
"119","0-30","Qumoq","40.73","1.64","8.6","1.18","20.02","19","7","0.21","0.4","41.44","0.2","6.1","0.28","","0.1","1425686181","Sabzi"
"120","0-30","Qumoq","40.34","1.85","8.1","3.56","9.08","90","121","1.56","3.4","38.35","3.8","6.72","6.05","12.18","0.6","374976685.62","Makkajo'xori"
"121","0-30","Yengil qum","32.12","1.89","8.0","5.14","56.37","122","164","3.35","5.8","49.63","3.4","8.03","9.99","12.85","0.8","139626545.07","Sabzi"
"122","0-30","Qumoq","37.03","1.39","8.2","0.62","26.72","117","66","2.79","3.5","56.27","2.0","8.89","6.39","14.16","1.3","2492851232.74","Makkajo'xori"
"123","0-30","Loy","33.69","1.39","8.2","2.75","41.54","69","51","1.52","2.0","50.89","1.4","","2.86","9.79","0.3","","Sabzi"
"124","0-30","Yengil qum","31.91","1.76","8.0","3.18","28.87","171","150","2.52","4.5","38.28","2.8","6.9","7.75","11.5","0.7","2023904827.99","Makkajo'xori"
"125","0-30","Qumoq","34.93","1.73","8.0","5.26","36.75","143","92","3.07","4.5","58.22","2.3","","9.45","11.83","0.8","949075730.65","Sabzi"
"126","0-30","Qumoq","34.03","1.37","8.0","2.81","57.74","158","118","4.46","6.3","68.51","2.6","","17.46","9.48","0.7","2496828482.65","Makkajo'xori"
"127","0-30","Loy","32.51","1.43","7.8","4.37","43.22","127","34","2.47","2.4","45.07","1.8","7.43","4.10","13.76","0.4","195405436.58","Sabzi"
"128","0-30","Yengil qum","31.51","1.34","7.7","2.5","21.31","101","38","3.09","3.3","47.92","2.4","10.36","2.95","12.72","0.2","","Makkajo'xori"
"129","0-30","Loy","30.27","1.53","7.6","2.92","9.33","132","58","2.70","1.5","46.51","1.0","7.09","1.92","13.66","0.1","1341034214.46","Sabzi"
"130","0-30","Qumoq","40.72","1.67","7.5","3.92","23.08","80","63","1.38","0.9","","0.8","9.11","0.87","14.76","0.1","405622346.14","Makkajo'xori"
"131","0-30","Loy","32.26","1.78","7.7","3.7","9.6","71","131","1.37","1.5","47.05","","8.85","1.93","","0.1","476759564.55","Sabzi"
"132","0-30","Yengil qum","31.26","1.8","7.7","3","31.41","107","47","0.76","0.7","61.71","10.0","9.26","0.62","11.95","0.1","99976192.37","Makkajo'xori"
"133","0-30","Yengil qum","40.9","1.58","7.6","4.26","11.78","103","54","2.36","0.9","77.15","3.2","10.48","1.23","12.16","0.2","850653560.57","Sabzi"
"134","0-30","Yengil qum","32.03","1.68","7.5","1.79","35.33","126","93","1.95","1.3","58.55","3.2","7.74","1.44","9.12","0.2","697406837.58","Makkajo'xori"
"135","0-30","Qumoq","37.03","1.47","7.4","3.36","6.48","154","129","3.75","1.5","64.39","3.5","6.5","2.35","10.91","0.3","52427651.67","Sabzi"
"136","0-30","Yengil qum","37.38","1.81","8.7","2.48","32.76","36","17","0.15","0.5","80.12","0.4","7.79","0.20","10.17","0.1","1668813647.05","Makkajo'xori"
"137","0-30","Qumoq","37.47","1.55","8.5","1.94","23.53","14","15","0.09","0.4","46.25","0.2","7.67","0.09","12.7","0.1","1509421548.95","Sabzi"
"138","0-30","Yengil qum","39.3","1.62","8.6","2.54","40.99","10","15","0.10","0.4","","0.1","6.38","0.07","8.11","0.1","","Makkajo'xori"
"139","0-30","Qumoq","40.22","1.67","8.6","1.61","44.82","15","12","0.01","0.4","38.53","0.2","9.38","","11.09","0.1","754870191.68","Sabzi"
"140","0-30","Yengil qum","34.81","1.51","8.1","4.84","52.45","111","17","0.43","0.6","65.35","2.8","","0.62","13.74","0.2","1041931142.63","Makkajo'xori"
"141","0-30","Qumoq","31.3","1.58","7.9","0.67","45.76","129","16","0.73","0.8","47.96","2.7","5.34","0.56","10.75","0.4","919746349.21","Sabzi"
"142","0-30","Qumoq","41.76","1.75","8.0","4.11","16","66","13","0.68","0.4","46.44","0.7","10.6","0.25","12.83","0.1","99809442.65","Makkajo'xori"
"143","0-30","Qumoq","33.45","1.46","8.0","2.32","21.77","55","11","0.55","0.4","35.65","0.7","8.46","0.26","10.23","0.1","821085065.87","Sabzi"
"144","0-30","Yengil qum","40.49","1.78","7.8","5.59","51.78","61","21","0.64","0.4","45.85","0.9","8.59","0.37","13.55","0.2","1454629027.48","Makkajo'xori"
"145","0-30","Yengil qum","37.72","1.37","8.0","4.85","22.51","61","7","0.82","0.3","47.3","0.8","8.61","0.28","12.98","0.2","334991938.93","Sabzi"
"146","0-30","Yengil qum","38.63","1.71","8.2","2.17","39.69","51","","0.54","0.3","71.13","0.4","7.12","0.14","11.12","0.1","2481665352","Makkajo'xori"
"147","0-30","Yengil qum","36.13","1.49","8.2","2.82","24.14","48","6","0.36","0.3","68.16","0.4","","0.14","11.02","0.1","1613542380.01","Sabzi"
"148","0-30","Qumoq","37.82","1.68","8.1","5.13","37.61","59","5","0.26","0.3","65.06","0.5","6.8","0.16","13.92","0.1","59543499.34","Makkajo'xori"
"149","0-30","Qumoq","32.12","1.39","8.3","3.3","35.7","58","7","0.37","0.3","54.6","0.5","6.75","0.15","11.2","0.1","1290453123.5","Sabzi"
"150","0-30","Qumoq","44.42","1.46","8.1","2.56","19.18","50","5","0.54","0.4","46.88","0.4","8.17","0.20","9.59","0.2","2612886607.05","Makkajo'xori"
"151","0-30","Loy","35.01","1.4","8.0","0.91","29.35","69","7","0.42","0.4","56.74","0.5","10.19","0.19","15.45","0.1","","Sabzi"
"152","0-30","Qumoq","31.22","1.66","7.9","4.11","16.18","90","9","0.68","0.4","50.9","1.0","8.57","0.37","9.53","0.2","2105481713.71","Makkajo'xori"
"153","0-30","Loy","39.91","1.77","7.9","4.22","34.05","84","12","1.00","0.4","54.84","0.8","9.05","0.30","10.97","0.1","","Sabzi"
"154","0-30","Yengil qum","37.42","1.7","8.3","0.75","20.05","48","8","0.28","0.3","45.99","0.3","6.47","0.16","10.95","0.1","308287313","Makkajo'xori"
"155","0-30","Loy","36.77","1.57","8.4","4.37","24.1","41","8","0.08","0.3","56.02","0.3","7.67","0.10","12.94","0.1","193830276.89","Sabzi"
"156","0-30","Yengil qum","45.21","1.62","7.8","3.46","19.23","104","10","0.66","0.5","44.76","1.0","8.9","0.43","12.97","0.2","66178097.88","Makkajo'xori"
"157","0-30","Qumoq","33.04","1.46","7.6","2.52","39.79","120","16","1.82","0.8","43.94","1.5","8.29","0.65","10.85","0.3","158938527.8","Sabzi"
"158","0-30","Qumoq","32.91","1.41","8.2","4.15","14.23","41","5","0.39","0.3","62.23","0.5","6.67","0.22","10.37","0.1","1563995519.31","Makkajo'xori"
"159","0-30","Loy","30.05","1.65","8.3","1.19","26.54","58","7","0.37","0.3","44.38","0.5","8.44","0.15","9.14","0.1","581155012.59","Sabzi"
"160","0-30","Yengil qum","31.93","1.55","8.4","2.31","33.49","32","6","0.21","0.3","66.25","0.2","8.25","0.15","10.65","0.1","232678119.7","Makkajo'xori"
"161","0-30","Qumoq","39.48","1.49","8.3","3.59","39.51","52","11","0.23","0.5","50.27","0.6","6.72","0.34","9.17","0.1","91812200.53","Sabzi"
"162","0-30","Qumoq","37.61","1.41","8.1","1.82","11.09","52","12","0.25","0.5","36.29","0.6","9.5","0.34","12.04","0.1","154904164.14","Makkajo'xori"
"163","0-30","Qumoq","42.86","1.65","8.4","3.28","23.94","18","13","0.08","0.5","63.23","0.2","10.04","0.27","14.19","0.1","316857484.26","Sabzi"
"164","0-30","Loy","43.8","1.53","8.6","2","12.69","19","7","0.21","0.4","51.15","0.2","8.45","0.28","10.81","0.1","","Makkajo'xori"
"165","0-30","Yengil qum","33.9","1.67","8.1","5.4","22.51","90","121","1.56","3.4","43.09","3.8","","6.05","12.54","0.6","2127540593.8","Sabzi"
"166","0-30","Qumoq","33.59","1.68","8.0","3.43","25.73","","164","3.35","5.8","49.49","3.4","7.79","9.99","12.68","0.8","1200999814.68","Makkajo'xori"
"167","0-30","Loy","34.61","1.59","8.2","2.33","18.07","117","66","2.79","3.5","56.23","2.0","9.39","6.39","9.45","1.3","1315570110.11","Sabzi"
"168","0-30","Loy","43.05","1.59","8.2","1.42","30.61","69","51","1.52","2.0","61.11","1.4","9.28","2.86","13.38","0.3","1372679921.27","Makkajo'xori"
"169","0-30","Yengil qum","32.99","1.41","8.0","5.55","50.75","171","150","2.52","4.5","44.37","2.8","7.88","7.75","","0.7","665984913.08","Sabzi"
"170","0-30","Qumoq","34.48","1.52","8.0","4.3","10.5","143","92","3.07","4.5","44.48","","7.6","9.45","13.63","0.8","1645221460.05","Makkajo'xori"
"171","0-30","Yengil qum","39.13","1.76","8.0","2.59","14.83","158","118","4.46","6.3","51.8","2.6","6.88","17.46","13.37","0.7","110994042.48","Sabzi"
"172","0-30","Qumoq","40.96","1.57","7.8","4.02","29.47","127","34","2.47","2.4","","1.8","9.56","4.10","12.12","0.4","1150007321.16","Makkajo'xori"
"173","0-30","Qumoq","30.01","1.56","7.7","3.99","28.98","101","38","3.09","3.3","48.51","2.4","","2.95","9.22","0.2","1844892592.46","Sabzi"
"174","0-30","Qumoq","35.36","1.66","7.6","3.53","39.84","132","58","2.70","1.5","76.36","1.0","6.37","1.92","11.85","0.1","1093754038.28","Makkajo'xori"
"175","0-30","Yengil qum","38.02","1.59","7.5","4.94","55.04","80","63","1.38","0.9","40.68","0.8","7.53","0.87","11.97","0.1","356992572.51","Sabzi"
"176","0-30","Yengil qum","32.23","1.37","7.7","2.21","19.36","71","131","1.37","1.5","67.46","1.0","9.53","1.93","10.75","0.1","","Makkajo'xori"
"177","0-30","Yengil qum","34.37","1.56","7.7","5.3","47.29","107","47","0.76","0.7","84.38","10.0","6.91","0.62","12.91","0.1","290061067.2","Sabzi"
"178","0-30","Qumoq","38.74","1.44","7.6","5.49","36.38","103","54","2.36","0.9","54.47","3.2","10.01","1.23","7.43","0.2","1653787849.52","Makkajo'xori"
"179","0-30","Qumoq","34.44","1.5","7.8","1.62","11.51","101","32","0.96","0.8","45.51","1.7","10.08","0.71","10.75","0.3","373209615.78","Sabzi"
"180","0-30","Yengil qum","37.47","1.79","8.2","1.89","11.57","58","10","0.30","0.5","44.42","0.8","","0.27","11.66","0.1","","Makkajo'xori"
"181","0-30","Loy","30.88","1.72","7.9","2.13","35.53","115","8","0.62","0.4","42.94","1.4","7.42","0.56","12.8","0.2","684368397.54","Sabzi"
"182","0-30","Qumoq","34.15","1.75","7.9","1.33","50.19","","30","1.04","0.7","47.37","1.8","7.42","0.78","10.95","0.3","300973017.06","Makkajo'xori"
"183","0-30","Yengil qum","40.64","1.37","8.8","2.73","27.22","17","4","0.10","0.5","41.25","0.3","","0.25","","0.1","62005082.02","Sabzi"
"184","0-30","Yengil qum","38.62","1.58","8.3","2.94","26.69","40","8","0.22","0.5","52.02","0.9","7.47","0.24","11.98","0.1","","Makkajo'xori"
"185","0-30","Loy","35.8","1.5","8.7","1.51","11.4","21","12","0.08","0.4","73.69","0.3","9.01","0.20","10.02","0.1","1203133354.5","Sabzi"
"186","0-30","Yengil qum","42.96","1.71","8.3","3.5","51.42","53","12","0.41","0.4","47.25","0.8","8.99","0.18","13.14","0.1","2340542508.69","Makkajo'xori"
"187","0-30","Qumoq","36.65","1.37","8.0","4.76","15.47","72","15","0.45","0.5","60.26","1.2","9.61","0.64","12.1","0.2","91568952.76","Sabzi"
"188","0-30","Qumoq","34.05","1.63","8.3","1.53","30.04","47","21","0.28","0.5","64.11","0.6","7.55","0.29","10.4","0.1","1149853644.61","Makkajo'xori"
"189","0-30","Yengil qum","38.26","1.68","8.5","2.73","27.03","46","17","0.13","0.4","52.55","0.5","9.54","0.26","12.03","0.1","","Sabzi"
"190","0-30","Yengil qum","35.11","1.51","8.1","3.94","15.2","58","13","0.36","0.4","45.62","0.7","6.43","0.27","14.52","0.1","102955125.65","Makkajo'xori"
"191","0-30","Qumoq","44.65","1.69","8.7","2.69","38.85","31","12","0.55","0.4","67.2","0.3","8.57","0.22","8.17","0.1","2495877132.1","Sabzi"
"192","0-30","Yengil qum","40.91","1.35","8.6","0.66","44.26","41","10","0.54","0.4","51.46","0.4","8.41","0.22","12.06","0.1","1953859608.08","Makkajo'xori"
"193","0-30","Yengil qum","33.97","1.39","8.6","4.84","15.77","56","7","0.90","0.4","55.15","0.4","9.03","0.26","12.19","0.1","58880990.58","Sabzi"
"194","0-30","Loy","35.44","1.76","8.7","3.39","17.01","41","4","0.10","0.4","51.38","0.4","10.32","0.23","9.62","0.1","241335038.36","Makkajo'xori"
"195","0-30","Qumoq","44.84","1.73","7.9","1.22","37.62","11","10","0.77","0.5","35.29","1.6","8.15","0.55","11.73","0.4","411447414.6","Sabzi"
"196","0-30","Yengil qum","36.24","1.35","7.7","5.61","35.46","95","13","0.83","0.6","42.26","1.3","6.13","0.54","11.1","0.2","636780767.88","Makkajo'xori"
"197","0-30","Loy","33.39","1.7","8.1","1.13","54.76","64","7","0.35","0.4","76.01","0.5","8.26","0.20","12.63","0.1","57355503.97","Sabzi"
"198","0-30","Qumoq","35.81","1.4","7.8","5.07","26.37","114","17","1.78","0.6","50.39","1.7","7.69","0.81","11.23","0.3","905890037.54","Makkajo'xori"
"199","0-30","Loy","39.26","1.53","8.0","3.65","41.06","109","12","0.46","0.6","56.91","1.2","9.02","0.43","10.99","0.1","2289950318.07","Sabzi"
"200","0-30","Qumoq","35.93","1.4","8.7","0.82","33.97","21","6","0.19","0.4","57.84","0.1","6.5","0.15","10.66","0.1","2376403879.73","Makkajo'xori"
"201","0-30","Yengil qum","40.32","1.58","8.3","5.34","29.09","48","8","0.28","0.3","","0.3","8.99","0.16","11.29","0.1","156539255.71","Sabzi"
"202","0-30","Qumoq","34.83","1.6","8.4","1","44.9","41","8","0.08","0.3","","0.3","8.31","0.10","12.62","0.1","110103704.89","Makkajo'xori"
"203","0-30","Qumoq","42.76","1.44","7.8","3.26","37.52","104","10","0.66","0.5","41.72","1.0","7.5","0.43","13.97","0.2","314774891.77","Sabzi"
"204","0-30","Qumoq","42.32","1.66","7.6","3.99","27.77","120","16","1.82","0.8","55.1","1.5","7.84","0.65","10.66","0.3","","Makkajo'xori"
"205","0-30","Yengil qum","37.51","1.64","8.2","1.09","20.08","41","5","0.39","0.3","50.89","0.5","8.77","0.22","10.51","0.1","1012895049.62","Sabzi"
"206","0-30","Yengil qum","30.19","1.68","7.9","4.37","34.17","69","13","0.58","0.4","44.72","0.6","5.88","0.20","11.22","0.1","","Makkajo'xori"
"207","0-30","Yengil qum","32.16","1.42","7.7","1.45","6.2","81","14","0.95","0.5","57.78","0.8","8.83","0.36","13.98","0.1","189020551.31","Sabzi"
"208","0-30","Yengil qum","43.55","1.79","7.8","2.56","20.48","83","12","0.65","0.5","46.49","1.0","10.22","0.46","11.11","0.1","1016700554.91","Makkajo'xori"
"209","0-30","Yengil qum","42.21","1.39","8.6","1.64","25.45","41","10","0.54","0.4","44.84","0.4","6.01","0.22","12.66","0.1","2898071816.84","Sabzi"
"210","0-20 sm","Yengil qum","35.41","1.43","8.6","3.67","17.04","56","7","0.90","0.4","54.46","0.4","6.34","0.26","10.98","0.1","257135197.25","Makkajo'xori"
"211","0-20 sm","Yengil qum","36.04","1.61","8.7","2.96","40.37","41","4","0.10","0.4","67.44","0.4","9.31","0.23","13.68","0.1","2000132867.38","Sabzi"
