Namuna,Qatlam (sm),Mexanik tarkib,pH,Gumus (%),Tuproq EC (mS/cm),Tuproq zichligi (g/sm3),DNS (%),Azot (mg/kg),Fosfor (mg/kg),Kaliy (mg/kg),Mg (mg/kg),Mikroorganizmlar (CFU/g),S (mg/kg),Fe (mg/kg),Zn (mg/kg),Mn (mg/kg),Cu (mg/kg),B (mg/kg),Ekin
NTXM-339,0-30,Loy,7.96,1.89,1,1.59,28.87,28.41,16.7,387.95,50.6487873407473,,36.45,6.31,4.67864252025263,7.8537612113483,2.47852700763421,1.02,Paxta
NMNX-331,0-30,Yengil qum,7.23,3.81,1.21,1.3,20.47,59.5,37.84,480.07,50.987034570182,163021319.6,43.57,11.31,4.97324344089397,14.0133983629032,2.29866204538497,1.86,Paxta
NTXM-340,0-30,Yengil qum,6.03,2.77,1.45,1.49,29.11,46.02,26.59,431.37,43.0256708930676,,53.28,11.15,2.59365562012029,,2.08950431879006,1.2,Paxta
NMNT-332,0-30,Yengil qum,8.54,0.85,1.21,1.68,16.48,17.73,10.21,377.6,23.1280664227322,39125116.7,36.47,10.18,2.16791164462197,20,1.75129692773558,2.1,Paxta
NTTM-301,0-30,Yengil qum,7.04,2.78,1.37,1.49,19.08,46.24,27.33,400.48,30.055675132813,,63.17,10.92,4.53527622931782,7.99963216295976,3.05356819752121,2.51,Paxta
NMNX-47687,0-30,Loy,6.81,2.19,1.2,1.4,25.41,29.62,19.29,419.35,58.2476741520332,16108753.82,51.6,8.21,1,10.9295199578834,3.5,0.98,Paxta
NMNX-47808,0-30,Gill,7.81,1.01,0.78,1.74,28.82,15.58,9.76,276.66,45.9762340647663,6443501.53,59.59,7.07,4.04990168468529,17.4933228783894,2.62561616357983,1.45,Paxta
NTXM-340,0-30,Loy,6.7,4.57,0.91,1.37,23.46,62.69,28.94,493.47,37.8630103684292,161915366.62,61.14,10.62,4.27921929162744,17.733320848675,1.66835463849042,2.73,Paxta
NMNX-332,0-30,Yengil qum,7.23,2.63,1.04,1.44,22.38,35.67,24.85,392.39,42.0361023787215,97149219.97,61.6,10.87,6,14.1391371157678,1.37719285772504,2.03,Paxta
NTXM-341,0-30,Gill,6.29,2.44,0.68,1.64,26.45,37.37,18.42,385.82,60,38859687.99,51.2,9.01,3.8770053027393,14.8451278197913,2.78574664395229,2.53,Paxta
NMNT-333,0-30,Gill,8.34,1.46,0.7,1.72,19.23,23.03,14.85,340.13,64.7080543169413,48593134.88,48.29,10.11,4.61687235316187,10.5389639667483,2.22369436302164,2.7,Paxta
NTTM-302,0-30,Yengil qum,8.78,0.72,0.9,1.75,13.63,9.85,8.12,315.09,22.0669738524201,29155880.93,43.01,11.93,3.41703323824303,12.4435100900328,1.40568767762831,,Paxta
NMNX-47688,0-30,Yengil qum,8.24,1.92,1.01,1.6,26.2,34.32,16.88,364.74,32.0648068877492,11662352.37,59.2,8.01,4.07466948075275,16.5128610786752,2.45362139003089,2.45,Paxta
NMNX-47809,0-30,Qumoq,6.91,3.63,1.28,1.48,29.13,67.71,31.88,488.73,47.5156029482486,24893724.77,67.59,10.38,1,17.7392445115321,1.64408702326992,0.61,Paxta
NTXM-341,0-30,Qumoq,6.02,3.29,1.43,1.56,13.98,54.28,26.24,454.42,43.1304885745897,14936234.86,44.76,12.15,5.13651325357495,9.47692799452709,3.44308873847941,1.05,Paxta
NMNX-333,0-30,Qumoq,7.71,3.39,,1.36,16.13,56.19,27.14,460.85,48.0333074103719,5974493.94,39.63,11.92,1.74843272367929,11.6340183131476,2.53360310565339,2.45,
NTXM-342,0-30,Yengil qum,7.46,2.65,,1.51,20.58,38.16,23.12,402.66,31.972663413034,34680925.57,52.34,7.74,4.78836621732528,12.3145780531979,2.17266056339029,0.89,
NMNT-334,0-30,Yengil qum,6.84,2.27,0.53,1.29,13.6,34.43,19.36,358.21,22.9861405171295,20808555.34,53.99,9.76,4.59378023880698,10.2453446933426,2.03061823486177,2.28,Paxta
NTTM-303,0-30,Yengil qum,7.22,0.67,0.69,1.72,20.1,9.24,11,332.96,24.308595331196,8323422.14,50.5,7.66,3.5595289833176,13.8716648336908,2.8735392488606,1.13,Paxta
NMNX-47689,0-30,Qumoq,7.93,2.36,0.78,1.75,15.39,37.6,20.2,416.18,32.8318812107265,,44.83,7.82,3.69756938158814,11.5660224674747,1.79245802320091,2.39,Paxta
NMNX-47810,0-30,Yengil qum,7.93,1.15,0.9,1.73,14.54,20.95,11.82,325.8,40.6089314133139,35348990.86,58.99,6.96,5.14718865946033,,1.54584324259711,1.96,Paxta
NTXM-342,0-30,Gill,7.39,1.88,0.59,1.55,29.64,29.75,14.96,355.07,45.3491922812899,14139596.35,53.91,8.39,2.11078182424008,17.4305100897456,2.15750891009393,1.77,Paxta
NMNX-334,0-30,Qumoq,6.15,2.79,0.68,1.43,19.46,48.66,28.14,387.47,50.3412040830406,54685809.26,53.16,7.87,6.49382530769601,13.5981602174917,1.67667692454261,1.79,Paxta
NTXM-343,0-30,Qumoq,6.37,4.24,0.81,1.48,22.12,70.44,31.1,447.28,55.3258846702014,32811485.56,46.98,6.55,1.72617995608509,8.73554640950053,1.95285114064879,,
NMNT-335,0-30,Gill,7.62,2.39,1.65,1.47,19.57,43.99,22.3,382.39,53.4054296495799,13124594.22,76.12,10.71,5.5350118238158,10.7947021805087,3.59402673267088,,
NTTM-304,0-30,Gill,8.17,0.97,1.55,1.7,17.67,23.1,13.08,340.51,27.1524905339135,51056202.59,55.31,9.51,4.69802968298532,18,2.39045260018515,,
NMNX-47690,0-30,Yengil qum,8.6,3.19,1.78,1.34,22.94,54.04,28.07,491.99,54.2150323054617,30633721.55,68.05,8.35,3.2147705625694,8.19253316641923,3.40293951344297,,
NMNX-47811,0-30,Qumoq,7.64,2.48,1.19,1.6,19.79,38.6,18.45,434.36,47.9995832987833,12253488.62,37.35,8.36,2.32465792775998,,2.02583711344122,,
NTXM-343,0-30,Qumoq,8.86,2.53,1.27,1.41,,,,,,,43.43,8.54,5.06629746306863,10.241097068955,1.76801856963345,,
NMNX-335,0-30,Qumoq,8.86,2.29,1.54,1.38,,,,,,16340867.91,40.85,7.92,2.45183267650963,8.75145881717208,4,,
NTXM-344,0-30,Gill,6.89,1.23,0.69,1.52,,,,,,,60.66,11.41,1.9768380745441,7.9593904758623,1.84324955991884,,
NMNT-336,0-30,Gill,7.27,2.42,0.8,1.43,21.71,41.48,22.36,361.93,29.2679830313834,46893809.69,39.08,12.44,1.2,11.6592353096613,1.91345694552054,,
NTTM-305,0-30,Gill,8.55,1.29,0.85,1.7,17.77,22.89,12.7,393.85,49.0175385124414,28136285.82,54.14,13.35,3.73446582717044,10.6626669846918,3.5,,
NMNX-47691,0-30,Yengil qum,6.61,2.58,0.59,1.62,17.96,45.46,22.13,411.87,28.6010703471936,11254514.33,59.54,9.09,3.06818609402105,6.62947329337952,2.6274215101606,,
NMNX-47812,0-30,Loy,8.69,1.5,0.64,1.51,14.47,28.24,18.95,378.27,28.9110675400673,49649056.13,46.69,12.4,2.21172829576655,9.64725133191311,3.07383644753868,,
NTXM-344,0-30,Yengil qum,7.57,4.24,0.86,1.35,24.44,64.45,38.26,488.36,25.6101626927066,29789433.68,42.09,8.15,1.2,10.0007460312814,1.73645691336748,,
NMNX-336,0-30,Loy,7.56,3.69,1.15,1.44,27.18,62.34,28.83,481.39,33.955581790925,11915773.47,57.99,7.45,1.5,15.0310392663386,2.8379528830429,,
NTXM-345,0-30,Yengil qum,8.35,1.35,1.12,1.53,16.02,28.64,14.65,387.24,35.8153968630863,37924235.31,61.48,13.9,1.25756184775347,9.52485830304354,2.40063291638681,,
NMNT-337,0-30,Loy,8.23,1.27,1.05,1.61,22.14,19.38,12.87,364.15,22.1190854184098,22754541.19,57.92,6.66,3.01072145289126,11.1595176497362,1.56205109214434,,
NTTM-306,0-30,Gill,6.89,2.48,1.75,1.73,27.82,38.41,23.34,375.2,57.4484805112067,9101816.47,54.86,8.71,3.74178064987081,14.8054958168154,1.73474122932645,,
NMNX-47692,0-30,Loy,7.75,2.51,0.81,1.43,24.72,46.08,23.06,425.51,70,63195130.86,36.42,11.19,1.5,17.7131958124766,2.47911443565121,,
NMNX-47813,0-30,Qumoq,7.95,3.53,0.92,1.32,21.48,72.67,31.21,472.38,42.6216257619073,37917078.52,45.41,11.39,6,10.8443566830137,2.40158345321571,,
NTXM-345,0-30,Yengil qum,8.51,0.98,1.1,1.75,25.43,14.52,12.11,352.34,31.4891530132315,15166831.41,80.7,8.96,4.65674060045528,9.78141174370019,2.71462179602226,,
NMNX-337,0-30,Loy,7.37,2.34,0.73,1.54,17.24,35.02,21.47,386.52,54.1060866756041,,68.55,9.36,2.00923403639708,8.1716384724754,1.2,,
NTXM-346,0-30,Loy,8.74,0.63,0.88,1.75,28.58,12.31,6.41,337.39,31.3886611657448,11162334.15,59.63,12.04,2.98074186312766,10.4264775072255,2.89768632435198,,
NMNT-338,0-30,Yengil qum,7.4,2.23,0.93,1.57,24.37,32.43,18.64,376.84,41.5712054590497,4464933.66,70.36,10.96,2.99752415644018,16.5606061438782,1.94679365535133,,
NTTM-307,0-30,Qumoq,7.44,3.88,0.51,1.24,17.98,61.36,31.6,511.21,15,65945014.26,47.29,7.42,2.52703087079318,10.0537273816442,2.61613083564625,,
NMNX-47693,0-30,Gill,7.81,1.67,0.64,1.41,28.08,34.38,15.28,365.67,35.5097070715658,39567008.56,43.5,9.18,6.10182687338627,5.55799009751833,2.98154777477956,,
NMNX-47814,0-30,Yengil qum,8.18,3.55,0.82,1.52,14.95,61.97,33.84,474.66,46.248974677624,15826803.42,59.69,9.85,2.51092306795998,12.9304525982268,2.77492577132514,0.73,Paxta
NTXM-346,0-30,Qumoq,6.7,3.47,0.85,1.31,16.59,47.05,29.51,413.87,15,7559048.56,33.61,9.44,4.93969565371843,12.7523997692432,2.13192617367926,,Paxta
TSPD-2195,0-30,Qumoq,6.53,4.45,0.99,1.38,23.42,73.79,32.58,495.52,48.7231387469404,4535429.14,58.44,,2.22548001145138,12.4523886266666,2.167304719128,2.27,Paxta
Karta-306,0-30,Loy,7.97,4.49,0.93,1.28,17.55,59.99,33.95,473.89,47.7189815816132,1814171.66,51.86,7.33,2.40862974946506,11.4415246975913,2.71392914778804,2.18,Paxta
NTTM-308,0-30,Yengil qum,8.43,1.08,1.5,1.49,15.83,17.11,10.81,376.07,50.6202086333186,51517561.86,42.36,9.62,6,11.0373381781313,2.60047652825403,0.75,Paxta
NMNX-47935,0-30,Gill,6.55,2.99,1.98,1.6,21.8,44.43,26.52,403.26,43.0420841222205,30910537.12,,8.19,3.34730227878549,11.08163210132,1.80174818084602,1.4,Paxta
NMNX-48056,0-30,Yengil qum,7.76,4.04,0.62,1.32,28.45,65.26,38.43,469.91,34.0008707687147,12364214.85,34.96,7.95,2.42281025091464,13.9486327129068,2.31964366010414,1.75,Paxta
NTXM-347,0-30,Yengil qum,6.97,3.49,0.54,1.41,25.75,63.33,33.31,479.12,30.5964391662291,80906959.32,37.44,7.53,6.81342026404688,9.77097048405501,2.64392524047925,1.37,Paxta
TSPD-2196,0-30,Loy,6.33,1.51,0.67,1.59,29.34,24.15,14.18,343.15,51.987251153179,48544175.59,48.18,9.05,2.48356200870318,14.6644262738433,2.52389695412301,1.25,Paxta
Karta-307,0-30,Yengil qum,8.5,3.16,0.72,1.37,28.45,42.24,20.17,429.11,41.431756512691,19417670.24,58.03,12.44,3.65264056156718,7.55666594258165,1.81602264834977,1.31,Paxta
NTTM-309,0-30,Loy,8.84,1.18,0.72,1.4,15.77,19.42,14.18,334.45,,37279628.65,38.93,6.91,2.39679108389363,13.049928801484,2.61717016129809,1.56,Paxta
NMNX-48177,0-30,Yengil qum,6.64,4.33,0.96,1.38,29.21,64.88,35.28,477.3,31.815682972566,22367777.19,37.4,,3.68377664195294,16.529623565799,4,2.53,Paxta
NMNX-48298,0-30,Gill,8.35,1.27,0.61,1.73,20.21,18.25,11.92,313.63,43.951885972475,8947110.87,46.97,10.04,1.62379393605182,14.0911775793719,2.12546427113788,2.41,Paxta
NTXM-348,0-30,Qumoq,7.05,3.46,0.69,1.6,18.33,48.8,25.16,423.8,34.7787023462027,64893030.25,46.74,10.35,1.82596187757367,10.6350460577339,1.24367195867109,2.2,Paxta
TSPD-2197,0-30,Gill,7.29,2.14,0.76,1.48,19.5,37.24,18.59,363.86,20.4613822436361,38935818.15,51.17,10.86,2.15884673722264,6.75001543436501,2.18259652534902,1.09,Paxta
Karta-308,0-30,Qumoq,7.4,4.5,0.68,1.32,22.79,69.92,38.38,502.84,70,15574327.26,66.81,11.8,2.27687323675833,14.1953226795509,1.49638463125425,1.04,Paxta
NTTM-310,0-30,Loy,7.64,2.24,0.78,1.54,14.67,28.39,16.04,375.6,55.4775055587501,35918447.56,61.47,8.03,4.60719432745232,12.3506373617812,2.02810502075773,2.07,Paxta
NMNX-48419,0-30,Gill,6.68,1.31,0.85,1.57,20.09,19.53,12.42,346.85,45.7030534423675,21551068.53,51.96,9.2,3.2845548046457,18.3687889138228,2.47898693633869,1.69,Paxta
NMNX-48540,0-30,Loy,8.02,1.49,0.77,1.62,11.77,18.91,13.86,357.19,38.5591938282627,8620427.41,41.13,11.39,3.39208055299747,12.3842715025807,3.2235922262962,2.35,Paxta
NTXM-349,0-30,Yengil qum,6.85,1.92,0.91,1.46,12.38,27.83,16.48,355.6,36.9175907285269,14996753.76,54.49,9.36,5.00978069627984,10.3126469376188,3.24099320531665,1.68,Paxta
TSPD-2198,0-30,Gill,8.89,0.83,1.02,1.67,29.44,12.03,7.83,291.86,44.4088278995418,8998052.26,61.85,11.4,4.7405460213772,15.1731337802054,1.87285325504599,2.76,Paxta
Karta-309,0-30,Gill,8.09,0.73,1.7,1.79,18.26,18.37,8.3,324.96,38.6331758485702,3599220.9,34.67,9.11,1.58254204874244,10.3452338349143,1.6410364805933,2.62,Paxta
NTTM-311,0-30,Gill,6.64,1.97,1.74,1.57,27.64,37.77,19.77,351.9,26.239455710745,26005961.83,53.58,9.93,7,14.5319164525506,2.33859320751831,2.23,Paxta
NMNX-48661,0-30,Gill,6.39,1.72,1.53,1.58,13.39,28.86,18.23,411.99,27.7324624117402,15603577.1,43.6,9.81,2.41281083000284,7.56610632769976,3.06057608737712,2.11,Paxta
NMNX-48782,0-30,Gill,8.42,0.89,1.2,1.57,29.14,15.73,10.02,301.82,49.4622517575678,6241430.84,52.53,10.1,3.7325844998043,13.0821754771916,1.95091479559826,2.79,Paxta
NTXM-350,0-30,Loy,8.42,2.32,1.35,1.69,17.57,38.79,21.3,405.61,32.8879334209136,26694468.96,35.98,9.19,2.2771814384338,20,3.01101877207239,1.04,Paxta
TSPD-2199,0-30,Yengil qum,6.1,4.61,1.67,1.31,25.16,83.29,39.43,484.6,22.2722528051879,16016681.38,53.74,12.83,1.14544242897883,9.01461093379152,2.28483128642577,3.05,Paxta
Karta-310,0-30,Loy,6.68,2.58,0.76,1.62,21.14,42.19,27.81,436.41,43.1319825427106,6406672.55,67.29,12.27,1.50366143096664,9.33346404113473,2.12296915717539,1.89,Paxta
NTTM-312,0-30,Gill,6.78,2.3,0.81,1.45,15.11,32.44,18.13,376.73,23.1963867581709,52651116.11,61.62,7.97,3.36657762183001,6.4238227913161,1.04544891162716,1.98,Paxta
NMNX-1426,0-30,Gill,8.74,1.4,0.99,1.66,10.6,21.9,15.75,338.1,47.27047023294,31590669.66,49.76,10.49,3.09123917907739,7.91997958721094,1.9433851205104,1.11,Paxta
NMNX-331,0-30,Loy,8.06,1.24,0.6,1.42,24.57,25.1,13.62,335.39,48.009667670999,12636267.87,59.69,6.68,2.02895363157102,11.1742862349535,3.41550903115948,1.94,Paxta
NTXM-340,0-30,Qumoq,6.46,2.9,0.64,1.45,16.23,59.81,29.89,478.6,32.5300931230456,47481107.85,82.52,10.95,1.2,9.36470317044576,1.91370712654577,1.68,Paxta
NMNX-332,0-30,Qumoq,6.84,4.34,0.76,1.3,24.83,74.92,35,522.45,52.3923849026934,28488664.71,40.1,12.84,4.22271746959296,,1.8086422155051,1.29,Paxta
NTXM-341,0-30,Qumoq,7.62,2.28,1.73,1.41,18.73,37.52,17.29,449.58,30.4963413166264,,53.64,13.82,4.07913424987458,11.2982453883473,2.97871405344694,1.81,Paxta
NMNT-333,0-30,Gill,8.61,1.02,1.72,1.62,14.29,14.62,12.65,336.65,50.9925435182347,17432983.25,56.74,11.97,6,8.79472478849689,2.73528040990002,,Paxta
NTTM-302,0-30,Loy,7.64,3.84,1.53,1.33,18.38,62.83,33.24,464.69,34.7001833746298,10459789.95,67.14,6.19,1.5,12.8606902368331,2.30951008175026,2.54,Paxta
NMNX-47929,0-30,Loy,8.67,1.93,0.94,1.67,17.8,29.85,18.97,402.81,30.2036065751404,4183915.98,64.43,10.3,3.61680790800452,12.5924879392003,2.14201450253742,1.96,Paxta
NMNX-48050,0-30,Gill,7.31,0.95,0.93,1.71,15.49,22.05,12.01,329.26,39.2168399601956,,57.01,13.44,4.48216849553976,12.8407849182043,1.18576853306487,2.02,Paxta
NTXM-341,0-30,Loy,8.41,3.23,1.12,1.38,26.52,52.8,31.46,462.68,58.859223568171,29357468.78,57.64,8.11,1.60241422716056,7.23089690625349,1.90816178627155,2.03,Paxta
NMNX-333,0-30,Yengil qum,6.23,3.66,0.89,1.29,22.19,59.67,29.1,461.77,30.9961444662623,,41.08,11.82,2.29170795802063,7.67322034710594,3.05710688977553,1.4,Paxta
NTXM-342,0-30,Loy,8.82,1.15,0.94,1.68,28.67,21.14,11.21,315.95,45.3323008907478,18912051.84,49.93,9.03,3.91580402475787,14.2948368747215,2.51276995568033,2.49,Paxta
NMNT-334,0-30,Loy,7.71,3.11,1.05,1.57,25.71,58.44,25.6,447.87,20.9039503469121,11347231.11,46.87,13.53,1.94828010734042,12.4205447621743,1.87827491517357,1.33,Paxta
NTTM-303,0-30,Loy,8.7,1.38,0.96,1.66,23.68,25.37,12.13,336.68,29.891201665898,4538892.44,50.07,8.46,4.83560941549585,9.57195059165349,1.88906590777549,1.19,Paxta
NMNX-47930,0-30,Yengil qum,6.53,2.28,0.85,1.59,21.59,30.96,18,448.31,49.074065772001,40253611.19,75.63,9.01,2.86608705850477,8.52358465137079,1.76513364402317,2.94,Paxta
NMNX-48051,0-30,Gill,7.71,2.22,1.03,1.51,20.03,29.78,20.58,383.91,44.2082939955408,24152166.71,61.99,10.85,1,14.9529009393715,2.33415550145893,,Paxta
NTXM-342,0-30,Loy,7.38,3.78,1.06,1.3,12.64,71.19,34.88,475.34,48.4513960640456,9660866.68,46.91,12.77,2.86209334806591,7.97143714912702,2.3083065956151,1.88,Paxta
NMNX-334,0-30,Qumoq,7,2.81,1.13,1.41,24.37,56.62,23.86,435.12,32.7108048058209,75443226.57,38.09,7.43,5.01920388168658,14.0696518348085,2.07327268868669,2.57,Paxta
NTXM-343,0-30,Yengil qum,7.09,4.24,1.12,1.27,17.27,73.87,38.65,465.63,38.971372931425,45265935.94,51.12,9.52,4.66947845834225,15.2178680355517,2.5644125456844,,Paxta
NMNT-335,0-30,Loy,6.4,4.27,0.8,1.3,24.47,66.85,27.04,445.04,31.1132151420699,18106374.38,61.39,10.76,5.01687174520756,11.4579249536123,1.59603063593751,1.65,Paxta
NTTM-304,0-30,Gill,8.66,0.79,1.04,1.79,24.49,10.75,8,344.59,37.9263030507403,51932064.76,52.89,5.8,3.03459103373457,7.5564899035575,2.38694339522371,2.51,Paxta
NMNX-47931,0-30,Yengil qum,7.27,2.47,1.24,1.7,20.73,39.36,21.32,397.22,47.7336195769264,31159238.86,67.82,7.68,3.02424934939127,12.5683726503083,2.1404127875138,2.26,Paxta
NMNX-48052,0-30,Yengil qum,6.62,4.53,0.93,1.33,13.42,55.09,31.34,491.67,34.6199127739017,12463695.54,68.28,11.03,7,9.29746358763234,2.97677914203988,1.79,Paxta
NTXM-343,0-30,Yengil qum,6.43,4.69,0.88,1.34,14.45,57.56,31.52,493.09,28.818654346076,27568012.44,52.15,10.02,2.73833392147219,10.1902728622406,2.3676007553799,3.06,Paxta
NMNX-335,0-30,Yengil qum,6.61,4.7,1.15,1.32,21.66,69.91,38.12,519.61,42.6006445815607,16540807.47,58.75,11.22,4.37898294574551,7.37748502782747,1.96945052115615,1.32,Paxta
NTXM-344,0-30,Gill,7.95,0.62,0.75,1.72,23.36,11.46,9.94,292.07,35.7632197216774,6616322.99,51.41,10.51,3.80540204609329,6.22849668707411,2.22671547916618,2.67,Paxta
NMNT-336,0-30,Qumoq,8,3.93,0.83,1.32,20.09,67.88,30.83,474.96,39.9987554347208,35063271.16,50.93,9.37,3.69695201436837,8.65885283667824,2.09619335888501,2.24,Paxta
NTTM-305,0-30,Yengil qum,6.18,2.76,0.89,1.55,22.79,39.68,24.52,395.62,60,21037962.7,49.98,10.35,6,8.31723693200518,2.95455234156469,2.62,Paxta
NMNX-47932,0-30,Yengil qum,6.02,4.45,1.51,1.48,25.54,70.53,32.47,486.91,53.1017597911624,8415185.08,60.92,9.13,3.87917716499845,13.9604840159887,2.51250668800834,2.31,Paxta
NMNX-48053,0-30,Yengil qum,6.96,2.58,1.5,1.38,29.6,40.5,25.03,423.48,28.4766339557482,68552165.33,40,6.88,4.83646280270257,14.5768806016651,2.9,2.61,Paxta
NTXM-344,0-30,Qumoq,6.07,4.12,1.7,1.29,18.29,67.92,33.47,510.15,31.0989291616945,41131299.2,60.82,6.19,2.22673618220023,17.0947944028071,1.65884220817895,2.44,Paxta
NMNX-336,0-30,Yengil qum,8.14,1.52,0.87,1.56,20.85,26.72,13.95,333.36,28.8123753464331,16452519.68,49.47,10.48,3.66729671590665,11.1471965374771,1.37798206253213,1.79,Paxta
NTXM-345,0-30,Gill,6.67,2.13,1.14,1.56,27.78,43.32,21.64,368.73,38.7690789168776,22101697.26,45,10.39,3.21082170299356,11.4744794997683,2.06277021739841,1.71,Paxta
NMNT-337,0-30,Gill,6.23,2.71,1.42,1.56,29.12,38.04,23.81,385.31,31.8093296647423,13261018.36,67.08,6.24,3.78249975072018,12.4443993083146,4,1.6,Paxta
NTTM-306,0-30,Yengil qum,7.74,4.51,1.69,1.43,29.32,71.82,32.5,497.72,28.7187981713625,5304407.34,37.57,,5.28190980672352,14.9758461000876,2.49802970133826,,Paxta
NMNX-47933,0-30,Yengil qum,7.51,2.89,1.58,1.42,25.66,59.11,25.46,457.92,26.6679394617838,104148297.34,55.62,10.68,2.30464640908479,12.9476325908878,1.0983073914892,1.9,Paxta
NMNX-48054,0-30,Gill,8.66,1.44,1.55,1.69,23.73,24.07,13.88,354.08,27.8772609000054,62488978.4,70.43,7.39,1.2,5.56163459497959,1.25229498901125,1.64,Paxta
NTXM-345,0-30,Gill,7.68,1.65,1.2,1.68,17.89,27.54,15.57,348.96,47.9097458428578,24995591.36,39.22,9.82,1.5,12.7671635544919,2.05142195507447,2.39,Paxta
NMNX-337,0-30,Loy,6.58,4.18,1.23,1.33,13.9,58.25,31.48,482.47,25.1603618358625,51934358.9,73.84,7.97,5.70164978374128,13.0580974029746,2.16272112729254,2.14,Paxta
NTXM-346,0-30,Yengil qum,8.18,2.44,1.42,1.44,29.96,44.1,23.71,433.38,41.7780529569081,,27.98,7.54,4.72020805933574,11.9255183238605,1.93742547712482,,Paxta
NMNT-338,0-30,Yengil qum,8.93,0.63,0.64,1.75,20,12.21,8.99,310.47,53.4647667866414,12464246.14,55.64,6.36,1.2,11.2752286682014,2.52611433512339,1.56,Paxta
NTTM-307,0-30,Yengil qum,8.11,3.36,0.71,1.64,20.27,53.09,30.51,472.58,46.6309271629417,57699150.36,56.57,9.07,3.02201614300516,15.5414619758866,1.36847601148902,,Paxta
NMNX-47934,0-30,Loy,8.78,0.69,0.86,1.71,26.85,11.63,9.5,313.69,33.9371757400641,34619490.21,51.03,7.36,3.05560537046568,9.51854865379739,1.85241393833149,0.89,Paxta
NMNX-48055,0-30,Gill,8.62,0.99,1.38,1.78,17.57,18.48,12.53,361.34,38.1401156174752,13847796.09,41.44,7.89,2.39453969111869,14.6911045600076,2.9,1.2,Paxta
NTXM-346,0-30,Qumoq,6.09,3.93,1.33,1.37,14.55,65.64,32.52,473.06,45.6375679412827,41353738.47,38.35,9.58,2.84472940516894,12.5565564531968,3.26510494903866,1.15,Paxta
NMNX-338,0-30,Qumoq,6.8,4.08,1.52,1.39,19.81,56.49,35.14,551.44,18.767352606383,24812243.08,49.63,11.95,3.0943205331671,8.87825759717133,2.69171363761371,2.08,Paxta
NTXM-347,0-30,Gill,6.64,1.01,1.35,1.67,12.96,25.63,11.93,328.63,50.5510599315597,9924897.23,56.27,12.4,6,14.5166963086304,2.86776228946372,1.54,Paxta
NMNT-339,0-30,Loy,6.82,3.2,1.47,1.46,29.54,43.73,25.93,424.86,37.8805387308794,35201229.41,50.89,9.64,3.15995090273418,14.304751769155,3.04712272043624,1.15,Paxta
NTTM-308,0-30,Yengil qum,8.89,1.19,1.87,1.61,24.7,24.83,12.47,324.56,24.8020492331952,21120737.65,38.28,11.42,5.13628858258891,9.91835883668315,1.58021657232753,1.03,Paxta
NMNX-47935,0-30,Yengil qum,8.85,2.19,,1.38,19.22,29.24,16.94,403.99,44.9023054294923,8448295.06,58.22,,7,5.62148708805254,2.75668271053509,0.79,Paxta
NMNX-48056,0-30,Loy,7.91,3.66,,1.56,16.28,55.49,27.04,472.56,54,86007654.59,68.51,9.8,,16.0665930136181,3.49486412308485,2.26,Paxta
NTXM-347,0-30,Gill,8.64,1.64,,1.44,11.33,29.47,15.02,396.86,57.3896159874691,51604592.75,45.07,9.32,,8.42805718034812,3.17193456536934,2.04,Paxta
TSPD-2196,0-30,Loy,7.44,1.85,1.69,1.68,20.34,39.55,18.63,406.98,54,20641837.1,47.92,8.02,2.7168679564843,7.68538028248246,2.08623256672767,2.07,Paxta
Karta-307,0-30,Loy,7.42,1.9,1.03,1.7,24.52,28.62,16.01,402.46,40.852641718278,13925359.2,46.51,11.59,3.76703556788536,17.454121619277,2.97982922437532,,Paxta
NTTM-309,0-30,Yengil qum,7.31,2.23,1.05,1.66,27.69,30.38,18.22,377.62,65.4283371549539,8355215.52,,9.76,4.31106247836846,13.7246017525391,2.45035777706655,2.36,Paxta
NMNX-48177,0-30,Loy,6.17,3.69,1.25,1.59,17.12,62.58,33.66,480.93,33.4142675921143,3342086.21,47.05,10.48,5.98163437770584,12.1970444593914,2.80948025955883,2.15,Paxta
NMNX-48298,0-30,Qumoq,8.53,2.95,1.61,1.37,18.96,44.64,23.54,469.24,49.4150831669034,109850926.88,61.71,12.55,1.47297841328628,12.3792555941626,1.99684978265395,1.45,Paxta
NTXM-348,0-30,Yengil qum,,3.84,1.97,1.6,28.11,66.82,29.25,467.54,42.0669325167157,,77.15,8.67,1.2,13.7223568961159,3.27877210421125,0.98,Paxta
TSPD-2197,0-30,Yengil qum,8.62,2.91,1,1.42,14.4,39.28,23.23,430.78,27.2678529841294,26364222.45,58.55,7.05,4.13456296788306,12.7507399558825,1.90874464259805,1.3,Paxta
Karta-308,0-30,Gill,8.83,1.11,1.11,1.56,21.27,17.15,13.09,352.86,60,40573980.3,64.39,11.7,2.36593012206947,7.57613723160117,1.99865768633313,1.77,Paxta
NTTM-310,0-30,Yengil qum,7.67,1.99,1.2,1.48,16.65,29.21,16.3,370.12,35.4661697662587,24344388.18,80.12,8.79,1.2,15,3.12752711028811,1.31,Paxta
NMNX-48419,0-30,Gill,6.93,1.45,1.92,1.63,21.21,26.76,17.71,375.95,39.1892474661214,9737755.27,46.25,9.19,5.1230976595469,10.7843107748305,2.79456111330873,1.35,Paxta
