"Sample","Layer (cm)","Mechanical composition","pH","Humus (%)","Soil EC (mS/cm)","Soil density (g/cm³)","CF (%)","N (mg/kg)","P (mg/kg)","K (mg/kg)","Mg (mg/kg)","Microorganisms  (CFU/g)","S (mg/kg)","Fe (mg/kg)","Zn (mg/kg)","Mn (mg/kg)","Cu (mg/kg)","B (mg/kg)","Crop"
"Jizzax-bax-1693","","Clay","8.07","4.02","0.95","1.47","34.89","33.02","6.88","217.36","158.55","141462197.48","25.56","8.56","1.18","7.6470405192847","2.2927204758403","1.2","Carrot"
"Jizzax-bax-1694","","Gill","8.08","2.59","1.21","1.49","36.83","22.61","5.32","157.74","105.23","77409554.72","66.21","16.17","1.18","11.814638283894","1.4252603297646","","Carrot"
"Jizzax-bax-1695","","Sand","8.62","2.59","1.29","1.59","33.99","33.83","5.85","513.9","186.95","","32.92","15.9","1.07","10.789462284572","2.3276605405644","2.12","Carrot"
"Jizzax-bax-1696","","Gill","6.79","2.93","1.64","1.35","39.95","28.93","12.94","283.67","172.98","578852056.84","62.48","8.36","1.13","14.532452529211","3.3207270724119","0.95","Carrot"
"Jizzax-bax-1697","","Sandoq","8.5","2.8","1.68","1.54","37.59","20.84","5.83","280.26","187.41","101138509.18","41.53","16.61","1.26","14.823149354313","2.0718934868566","2.51","Carrot"
"Jizzax-bax-1698","","Sandoq","8.8","4.28","1.75","1.49","21.77","47.27","8.82","393.12","280.01","740209552","66.83","17.05","0.61","8.4117353244239","3.2162739242714","1.98","Carrot"
"Jizzax-bax-1699","","Sand","8.36","2.48","1.88","1.56","26.54","17.11","5.93","496.35","244.21","95625486.16","61.55","8.33","2.85","14.375649854916","2.2880634317433","1.16","Carrot"
"Jizzax-bax-1700","","Clay","6.65","2.41","1.06","1.24","31.19","17.6","10.4","427.52","217.39","123396702.56","49.86","8.97","1.29","9.2983814635872","1.9098404356998","1.91","Carrot"
"Jizzax-bax-1701","","Sand","6.78","2.06","1.09","1.34","30.16","33.75","12.55","327.8","180","330351067.75","68.03","13.62","1.39","15.802244353","2.0834710516439","","Carrot"
"Jizzax-bax-1702","","Clay","6.68","1.4","1.35","1.31","26.54","27.12","12.58","269.1","203.31","149290781.32","48.89","13.16","1.19","14.121238059082","2.1994735870988","1.82","Carrot"
"Jizzax-bax-1703","","Gill","6.4","2.24","0.54","1.25","36.92","23.55","10.74","312.5","","123173938.29","66.45","13.06","3.66","10.421746002135","2.5147941349345","2.26","Carrot"
"Jizzax-bax-1704","0-20","Sandoq","6.71","2.23","0.55","1.35","26.22","19.77","10.17","535.96","362.8","65421687.53","72.68","5.3","1.44","13.289428517049","2.2560060130928","","Carrot"
"Jizzax-bax-1705","0-20","Sandoq","7.85","2.97","0.65","1.51","34.99","29.47","5.36","223.82","184.72","242112300.11","56.79","8.16","2.37","11.4176760571","2.9807783765999","1.94","Carrot"
"Jizzax-bax-1706","0-20","Sand","6.34","","0.94","1.28","29.98","59.62","14.68","560.77","282.21","894938261.93","85.47","10.01","3.14","13.702709172034","1.801935845889","1.56","Carrot"
"Jizzax-bax-1707","0-20","Clay","7.93","4.72","1.11","1.53","19.04","46.7","6.26","395.11","170.16","654517031.57","43.36","11.34","3.39","12.379616914391","1","2.37","Carrot"
"Jizzax-bax-1708","0-20","Sand","6.69","2.96","1.44","1.28","37.61","43.81","12.28","373.46","222","459852337.24","66.68","8.34","3.27","10.563167192001","2.0689186382204","1.73","Carrot"
"Jizzax-bax-1709","0-20","Clay","8.6","1.89","1.23","1.59","36.79","19","6.65","311.86","251.11","128388563.58","64.6","5.34","0.82","12.625481614254","2.7843053469938","1.15","Carrot"
"Jizzax-bax-1710","0-20","Sandoq","6.5","5.54","1.34","1.35","31.45","32.49","10.98","180.1","188.22","428166284.16","50.7","5.77","1.96","13.660749119333","1.7100536648766","1.7","Carrot"
"Navoi-pax-6057","0-20","Clay","7.92","5.04","1.45","1.49","20.99","39.06","7.44","390.87","346.78","369807579.94","67.19","18.06","1.71","6.3545299960633","1.3757056828668","1.64","Carrot"
"Navoi-pax-6058","0-20","Gill","8.03","5.71","0.79","1.61","35.47","59.73","9.88","384.81","173.6","895839961.18","37.47","18.65","2.92","8.6510212835914","1.2727232078288","1.19","Carrot"
"Navoi-pax-6059","0-20","Sand","8.63","3.49","0.86","1.56","33.6","52.01","9.18","516.13","342.14","833249186.18","55.07","17.48","2.25","14.712321624742","1.8471872471763","3.03","Carrot"
"Navoi-pax-6060","0-20","Gill","8.1","3.13","1.14","1.45","39.82","32.75","5.8","448.61","274.92","282184030","64.67","14.04","2.1","9.2385882515438","2.9644387220865","2.4","Carrot"
"Navoi-pax-6061","0-20","Sandoq","7.72","5.07","1.58","1.49","21.29","48","9.72","287.36","130.71","553517157.91","41.61","16.48","3.36","8.8443671678424","1.6696030495691","2.03","Carrot"
"Navoi-pax-6062","0-20","Sandoq","6.45","4","1.98","1.28","15.61","24.87","11.33","267.71","284.58","319349838.15","47.2","17.1","3.63","12.304231525551","3.2387744321575","1.95","Carrot"
"Navoi-pax-6063","0-20","Sand","8.62","5.43","1.61","1.61","36.4","57.31","9.62","302.78","217.66","882719313.26","35.62","19.89","","10.41820643904","3.1831400975272","2.19","Carrot"
"Navoi-pax-6064","0-20","Clay","7.89","4.23","1.85","1.49","30.84","20.31","6.93","539.36","381.92","181885930.09","52.12","16.47","1.34","6.8994941599229","2.4640811714018","2.67","Carrot"
"Navoi-pax-6065","0-20","Sand","8.71","4.26","1.38","1.62","30.16","35.96","9.56","225.33","257.25","407425847.45","58.76","18.34","1.59","14.024032095452","1.5457622942492","1.04","Carrot"
"Navoi-pax-6066","0-20","Clay","8.98","1","1.79","1.57","35.07","35.36","7.22","565.76","354.04","653935869.38","50.24","17.02","0.56","7.7886784058208","2.3789956192261","1.72","Carrot"
"Navoi-pax-6067","0-20","Gill","6.69","3.91","1.78","1.34","37.97","32.75","13.7","501.11","267.47","261127137.69","55.3","16.13","2.51","9.9137889423764","2.2683251568749","","Carrot"
"Navoi-pax-6068","0-20","Sandoq","6.56","1.65","1.54","1.23","28.26","27.21","11.98","339.77","213","314327293.47","45.93","17.79","1.64","16.487748279078","2.1150451789873","1.08","Carrot"
"Navoi-pax-6069","0-20","Sandoq","8.97","4.7","1.68","1.62","36.26","33.75","7.59","182.13","105.22","","49.44","12.2","0.6","13.603379279996","2.3072712495682","0.83","Carrot"
"Navoi-pax-6070","0-20","Sand","6.49","4.5","0.99","1.22","29.32","32.51","14.86","404.76","144.86","531571643.82","","10.19","2.55","6.1885978604199","1.7117193285012","1.15","Carrot"
"Navoi-pax-6071","0-20","Clay","8.26","3.47","1.18","1.49","27.56","43.98","8.26","481.42","342.87","510046677.95","48.73","15.25","1.74","12.55843428676","2.6806425500355","2.11","Carrot"
"Navoi-pax-6072","0-20","Sand","8.42","5.63","1","1.52","24.46","46.03","9.66","288.13","232.48","718782891.91","63.46","16.6","2.01","12.825253457965","1.9707769787878","2.16","Carrot"
"Navoi-pax-6073","0-20","Clay","8.6","3","1.37","1.61","31","47.46","8.53","505.76","343.09","658555807.76","64.57","16.46","3.02","13.056137481476","1.5691153352328","1.62","Carrot"
"Navoi-pax-6074","0-20","Sandoq","8.14","2.62","1.1","1.59","37.14","34.41","6.45","220.63","123.22","348661411.62","57.03","15.35","2.76","13.088175985664","4","1.23","Carrot"
"Navoi-pax-6075","0-20","Clay","8.64","3.94","1.16","1.55","31.49","35.96","7.28","270.54","217.02","339326788.94","68.91","9.09","1.61","8.1544041521292","2.2105443124384","2.51","Carrot"
"Navoi-pax-6076","0-20","Gill","6.47","4.91","0.73","1.22","23.55","51.41","14.2","293.8","117.88","670793271.25","65.18","9.74","2.89","12.038238161387","1.776051802922","1.56","Carrot"
"Navoi-pax-6077","0-20","Sand","6.58","1.19","0.86","1.2","33.25","34.68","12.42","175.62","146.71","268608829.26","54.08","13.47","2.76","9.2556374825053","1.5300354846795","2.06","Carrot"
"Navoi-pax-6078","0-20","Gill","6.57","","1.03","1.28","29.13","58.13","14.89","216.38","137.74","876059534.12","57.95","19.85","0.74","12.029949684365","2.1363372098851","2.03","Carrot"
"Navoi-pax-6079","0-20","Sandoq","6.46","5.48","1.01","1.27","35.03","45.07","14.32","258.3","146.56","451529907.77","66.02","12.65","2.66","14.376781439545","3.8089601543527","","Carrot"
"Navoi-pax-6080","0-20","Sandoq","6.35","4.98","1.08","1.26","23","37.51","11.22","433.24","363.47","559602891.26","45.27","","2.74","10.450212762994","1.3727333480983","","Carrot"
"","0-20","Sand","7.83","2.27","1.25","1.6","23.87","37.86","8.27","488.97","271.97","448200779.91","54.76","","3.38","11.412082700179","3.4880825934138","2.22","Carrot"
"","0-20","Clay","6.74","2.89","1.67","1.23","37.74","45.38","14.73","226.54","126.73","639817709.92","65.18","9","1.19","10.518718520807","2.2154577185335","","Carrot"
"","0-20","Sand","6.75","2.19","0.42","1.26","27.9","35.03","14.11","525.2","276.73","267239877.09","53.33","16.3","2.2","8.6943402864935","1.9678009941041","0.88","Carrot"
"","0-20","Clay","8.13","","0.38","1.6","37.37","54.5","9.25","498.72","373.99","819898208.83","61.61","16.41","1.93","10.119966083951","2.1204306656497","2.61","Carrot"
"","0-20","Gill","6.47","2.27","0.41","1.3","27.3","24.49","13.89","326.2","269.58","138846117.75","65.85","9.91","2.24","9.4642802422496","2.119175216135","1.18","Carrot"
"","0-20","Gill","7.58","2.75","1.01","1.49","23.99","46.99","8.92","574.2","370.04","599207485.53","","","3.37","15.555994476321","3.5","2.18","Carrot"
"","0-20","Sandoq","6.51","5.4","1.11","1.22","29.74","59.43","14.34","464.12","305","878285894.2","77.34","12.27","2.01","12.368449048696","2.2797081549844","3.17","Carrot"
"","0-20","Sandoq","6.59","3.4","1.19","1.33","39.95","21.13","10.65","314.48","176.21","35507596","68.12","","2.12","13.098208428297","2.2893236224669","","Carrot"
"","0-20","Sand","8.55","4.2","1.33","1.61","31.09","41.27","8.65","578.52","391.72","615528962.44","63.74","5.57","","9.4710580200802","3.5","","Carrot"
"","0-20","Clay","7.9","5.46","1.57","1.57","30.09","55.6","9.62","599.86","398.62","864875882.34","47.57","17.66","2.42","12.114010977477","2.2382942716592","3.01","Carrot"
"","0-20","Sand","6.36","1.87","1.82","1.25","20.33","20.43","10.3","159.69","111.33","123176045.92","39.83","15.75","2.83","11.071327889856","1.2","2.66","Carrot"
"","0-20","Clay","6.56","3.45","0.35","1.3","17.78","41.27","13.39","205.65","120.54","656022487.76","42.28","6.54","3.7","16.964311856829","1.7562973618547","1.45","Carrot"
"","0-20","Sandoq","6.65","5.26","0.38","1.26","27.27","44.82","13.5","475.41","305.28","786014453.37","63.15","15.5","0.89","16.582735508041","2.2262092045519","1.28","Carrot"
"","0-20","Clay","8.45","3.72","0.38","1.54","34.93","35.16","7.65","193.43","123.66","197089228.48","70.7","6.08","0.63","12.706767900441","2.2739033536134","1.03","Carrot"
"","0-20","Gill","6.37","2.3","0.77","1.31","33.18","30.37","11.99","506.07","215.53","477385575.39","54.38","5.55","3.96","11.453817140228","1.6587217763","2.41","Carrot"
"","0-20","Sand","6.31","4.74","0.89","1.23","33.47","35.44","13.62","574.56","338.64","598161142.56","46.11","11.5","2.55","7.96079126836","3.0441846627041","1.76","Carrot"
"","0-20","Gill","6.42","2.72","1.18","1.31","36.96","24.18","13.06","206.98","207.13","289577722.42","46.62","14.86","3.27","7.1597557333056","2.4079954006689","2.79","Carrot"
"","0-20","Sandoq","6.71","1.41","1.19","1.24","15.88","24.68","10.17","564.67","352.21","105439590.33","56.74","8.6","1.07","9.3026711068845","2.1244784635895","","Carrot"
"","0-20","Sandoq","6.62","1.18","1.29","1.2","37.78","21.77","12.21","182.29","140.75","","62.13","9.83","1.5","11.545453524799","2.5218199314089","2.08","Carrot"
"","0-20","Sand","8.57","2.22","1.38","1.46","20.09","24.44","7.77","412.66","182.54","345083157.11","55.62","13.98","1.59","12.333502267987","2.3891000054576","","Carrot"
"","0-20","Clay","6.78","3.08","0.66","1.34","36.01","18.64","11.14","369.39","227.23","137748480.68","60.71","13.6","0.8","16.038688713913","3.6308515821131","1.41","Carrot"
"","0-20","Sand","6.38","4.46","0.7","1.22","23.44","49.39","13.63","152.42","103.32","","68.49","11.61","1.23","8.6235283446881","2.0023898594195","","Carrot"
"","0-20","Clay","7.63","5.08","0.69","1.58","22.47","39.62","6.8","417.15","306.39","592952834.64","66.37","13.17","3.49","8.8407463120835","1.8576791845138","0.95","Carrot"
"","0-20","Gill","7.63","","0.77","1.52","35.59","57.42","8.67","365.28","242.42","752712162.23","36.01","14.62","3.58","18","2.3637238734191","2.9","Carrot"
"","0-20","Sandoq","8.3","2.88","0.71","1.56","25.29","32.26","6.19","522.56","229.71","335240643.88","65.47","8.67","1.14","8.6433352901304","2.8992755715175","2.19","Carrot"
"","0-20","Sandoq","8.4","3.51","0.74","1.49","25.4","30.77","8.32","543.96","379.28","263698217.01","69.23","8.49","1.94","8.8896634019574","1","2.03","Carrot"
"","0-20","Sand","6.53","4.91","1.1","1.34","32.32","18.7","10.78","310.84","297.85","143941146.26","70.74","6.08","1.9","11.841114588456","2.4657537955884","2.51","Carrot"
"","0-20","Clay","6.38","4.01","1.11","1.33","31.95","44.57","11.96","374.75","350.11","601511591.04","48.65","8.6","3.72","11.721437376281","2.0739351932987","1.01","Carrot"
"","0-20","Sand","6.36","2.61","1.18","1.33","15.21","32.35","10.11","285.36","217.54","313564188.33","","12.38","3.42","5.8131091390664","2.45207538085","2.4","Carrot"
"","0-20","Clay","6.32","4.24","0.92","1.25","36.3","26.54","12.52","318.35","231.69","372219661.89","54.86","17.37","3.17","9.6929295818728","2.9","2.47","Carrot"
"","0-20","Sandoq","6.62","3.91","0.96","1.31","37.02","47.81","14.19","529.92","384.77","516585230.21","44.03","17.81","2.9","12.976723522246","2.7038847076827","1.94","Carrot"
"","0-20","Clay","6.41","4","1.22","1.34","32.84","17.44","10.23","169.6","108.44","25541965.47","","6.9","2.01","15.514958089454","1.6377870717683","2.49","Carrot"
"","0-20","Gill","6.35","5.45","0.46","1.29","23.66","53.11","12.48","153.16","114.98","658379018","60.57","8.61","3.73","12.864327808645","2.4410797012458","2.55","Carrot"
"","0-20","Sand","7.87","1.51","0.44","1.45","17.54","38.58","7.43","431.08","337.77","521540036.19","77.69","5.39","2.5","","1","1.25","Carrot"
"","0-20","Gill","8.48","","0.45","1.65","23.01","57.58","9.37","522.63","314.74","859415819.26","66.9","5.08","0.6","18.513722065575","2.8452559409876","2.64","Carrot"
"","0-20","Sandoq","7.71","3.33","0.88","1.55","36.93","36","8.97","393.45","136.88","","66.86","9.56","3.61","10.859187872129","2.0139763113525","2.41","Carrot"
"","0-20","Sandoq","6.58","3.66","0.82","1.26","24.29","54.49","13","292.19","239.55","720229257.98","72.63","14.14","2.95","13.252289327259","1.950121472809","1.13","Carrot"
"","0-20","Sand","6.53","2.44","0.76","1.33","17.19","24.78","12.67","296.18","110.83","255223681.87","66.19","14.98","2.29","12.417947528781","2.8572319858796","1.51","Carrot"
"","0-20","Clay","6.31","5.42","0.93","1.31","17.86","42.72","13.33","341.73","251.87","576171282.95","66.36","15.37","3.44","11.782561435359","2.6197154592418","1.12","Carrot"
"","0-20","Sand","8.04","3.03","1.21","1.55","38.6","52.01","8.56","450.91","335.23","649649099.43","49.88","15.51","3.46","8.0995498197008","3.0752372312998","1.95","Carrot"
"","0-20","Clay","6.76","0.98","1.31","1.25","30.49","36.53","13.92","380.06","231.4","388554613.66","","10.37","1.18","18.584280198785","1.5","3.21","Carrot"
"","0-20","Gill","7.95","1.2","0.87","1.51","28.61","24.2","7.56","392.65","301.1","83684159.43","51.89","14.16","2.59","18","1.8241613351288","2.58","Carrot"
"","0-20","Sandoq","6.5","1.36","0.91","1.32","27.18","15.69","10.05","312.22","180.67","50009162.54","57.11","18.13","3.06","7.1396732044547","1.4882851521022","2.62","Carrot"
"","0-20","Sandoq","8.49","1.79","0.95","1.55","28.3","21.11","6.64","181.02","103.62","","56.08","12.07","1.71","15","2.6032661764703","1.92","Carrot"
"","0-20","Sand","7.66","1.68","1.17","1.59","32.32","15.38","5.09","224.25","128.01","19002387.6","74.43","9.35","","9.5266001995951","2.7416456255867","","Carrot"
"","0-20","Clay","6.61","1.01","1.3","1.24","32.65","15.18","10.09","304.84","207.43","10220882.72","34.27","18.54","2.22","7.586659431951","1.5567994205948","2.43","Carrot"
"","0-20","Sand","8.93","4.32","1.7","1.58","24.58","52.29","7.54","497.42","277.11","847226090.82","32.94","11.7","0.6","16.133984541539","3.0313847093328","","Carrot"
"","0-20","Clay","8.91","2.3","1.54","1.62","23.46","54.68","9.56","578.65","392.18","755004289.14","56.05","17.34","2.58","10.738127516576","2.9955030190314","2.41","Carrot"
"","0-20","Sandoq","6.71","0.84","1.77","1.26","28.55","15.42","10.33","427.75","","","64.5","5.12","1.23","14.232090192547","1.5399341640964","","Carrot"
"","0-20","Clay","8.91","0.99","1.76","1.58","21.25","19.59","7.13","405.35","256.65","75443141.56","58.61","14.23","2.31","12.663267685693","2.6229162937296","2.31","Carrot"
"","0-20","Gill","7.6","","0.68","1.52","15.48","34.16","6.33","509.44","285.09","237517916.4","62.99","17.24","3.16","15.454189908675","2.0789543995894","0.69","Carrot"
"","0-20","Sand","7.95","1.37","0.79","1.57","17.92","20.74","7.51","472.03","336.16","88315427.94","61.89","10.04","3.49","14.000798613441","1","1.5","Carrot"
"","0-20","Gill","6.37","1.97","0.75","1.2","39.15","30.07","11.79","260.29","146.01","273154851.33","54.3","14.46","","9.3677642002486","3.5","","Carrot"
"","0-20","Sandoq","8.99","4.6","1.35","1.64","24.68","54.05","8.65","539.33","306.65","809749826.08","","6.83","0.61","13.308622019376","2.7243306460207","1.99","Carrot"
"","0-20","Sandoq","8.18","2.01","1.81","1.56","36.47","18","5.45","455.13","276.07","161158176.75","43.71","12.18","1.16","7.3753892824389","1.6060861167622","0.8","Carrot"
"","0-20","Sand","7.52","4.11","0.73","1.48","33.38","41.41","9.11","429.88","312.82","394645845.06","44.27","13.3","3.88","9.7407136693532","3.3194362589243","2.98","Carrot"
"","0-20","Clay","6.48","4.51","0.76","1.29","28.28","51.75","12.99","457.08","327.94","661517354.61","41.08","15.87","1.81","8.7442041586262","2.1474875919275","1.08","Carrot"
"","0-20","Sand","6.58","5.54","0.95","1.22","26.61","45.33","13.44","390.83","206.81","744712585.16","57.39","","2.19","9.7407080189934","3.0268166684503","1.37","Carrot"
"","0-20","Clay","6.37","3.18","0.65","1.23","39.96","36.6","12.14","426.22","278.68","469252096.71","51.62","9.43","3.74","10.77526568511","1.4975451731673","1.75","Carrot"
"","0-20","Gill","8.48","5.51","0.78","1.49","36.37","46.66","6.66","404.94","240.37","740959375.09","30.3","7.16","0.91","14.587321599874","1.4979309190244","1.6","Carrot"
"","0-20","Gill","6.44","5.65","0.92","1.27","33.21","58.94","14.71","269.34","186.89","870624498.8","41.71","17.03","2.65","12.970608676291","2.5889665412507","2.38","Carrot"
"","0-20","Sandoq","8.53","2.46","1.32","1.58","31.82","29.23","5.85","313.18","152.16","370100224.61","64.81","19.02","2.8","11.450664044454","2.8893422317845","1.47","Carrot"
"","0-20","Sandoq","8.72","2.32","1.19","1.5","29.38","23.78","6.17","572.37","379.78","326494326.03","66.24","7.8","2.54","12.237693538478","1.9862382647687","1.63","Carrot"
"","0-20","Sand","6.31","5.46","1.65","1.22","39.93","45.41","12.53","469.12","337.41","429970410.09","34.7","15.89","3.75","8.3198744428975","1.7391907986986","2.59","Carrot"
"","0-20","Clay","6.6","3.06","1.37","1.23","33.67","24.09","10.6","500.69","379.26","300794090.36","64.39","10.23","1.95","10.936080402991","2.1525939517507","2.62","Carrot"
